,Census Tract,Ozone,PM2.5,Diesel PM,Pesticides,Tox. Release,Traffic,Asthma,Low Birth Weight,Cardiovascular Disease,Poverty,Unemployment
1038,6071004301,0.065,12.89,13.2,0.0,1600.662394,403.39,82.24,7.53,11.75,60.5,19.0
1039,6037221302,0.046,12.89,29.76,0.0,2824.213004,1149.88,55.48,7.31,7.03,82.8,20.8
1040,6095250701,0.035,7.85958451,9.189,0.59,1704.655465,692.63,166.21,7.67,13.17,52.0,15.2
1041,6037120400,0.055,11.21,18.142,0.0,881.2688501,1249.86,84.58,4.23,9.36,54.6,14.5
1042,6067002000,0.046,9.53630303,29.862,0.0,450.0573237,1199.16,62.83,5.93,8.78,54.0,12.6
1043,6029004301,0.062,18.76,4.317,1692.14,590.6523295,230.62,37.84,5.48,9.41,60.6,16.1
1044,6081611900,0.033,9.53630303,15.11,0.0,170.4151511,1708.38,69.6,5.61,7.72,45.6,11.8
1045,6037302201,0.051,12.05,23.307,0.0,2124.9602,929.87,34.92,5.26,8.76,60.6,11.9
1046,6037408202,0.05,11.63,22.332,0.0,23390.07067,1405.0,43.15,3.98,8.14,43.8,8.7
1047,6037234700,0.046,12.05,16.12,0.0,3245.355351,881.1,121.88,10.23,9.07,52.6,9.9
1048,6037533502,0.046,12.05,23.1,0.0,12114.59179,1301.13,59.19,3.89,11.02,45.2,10.5
1049,6025011100,0.053,8.69794377,2.08,991.38,67.55181504,379.73,104.62,4.62,13.35,54.9,14.9
1050,6037530302,0.046,12.05,33.38,0.0,13227.66914,1339.86,62.41,5.17,12.06,54.0,14.7
1051,6037191410,0.048,12.89,29.34,0.0,2946.429293,946.85,66.96,4.46,10.04,67.2,11.9
1052,6037121600,0.055,11.63,21.73,0.02,1009.447872,2535.48,78.9,4.71,13.7,20.2,6.1
1053,6071006302,0.065,12.05,15.52,0.24,668.3317497,557.46,110.49,5.61,13.73,65.8,13.7
1054,6073004700,0.038,11.21,110.8,0.0,339.8020935,1483.95,87.92,4.94,7.59,63.5,7.8
1055,6037603400,0.044,12.05,22.994,0.0,6416.321198,946.55,73.09,6.75,8.98,40.7,10.1
1056,6001408900,0.03,8.69794377,38.045,0.0,796.6019919,469.47,161.73,4.64,11.56,73.5,17.7
1057,6037504101,0.046,11.63,25.561,0.0,5476.354972,609.88,39.28,7.23,10.78,30.6,8.2
1058,6025012100,0.053,13.73,7.239,0.0,429.7581783,1715.53,51.9,4.79,13.19,83.6,26.9
1059,6037551900,0.044,12.05,26.92,1.35,5441.043231,2337.24,62.88,5.27,13.42,35.1,9.2
1060,6059110606,0.046,11.21,31.39,0.0,6050.799304,1229.01,55.05,5.81,8.01,49.6,5.7
1061,6019007500,0.062,15.82,7.139,2939.61,549.217642,112.22,88.4,5.49,12.8,58.0,15.8
1062,6037213401,0.046,12.89,60.69,0.0,3563.886575,1706.79,56.69,6.27,6.98,72.3,13.6
1063,6037603900,0.044,12.05,27.18,0.0,5151.48331,2160.69,62.52,5.56,8.84,54.0,7.8
1064,6037238000,0.046,12.05,18.08,1.47,4685.838196,1058.01,136.3,10.0,10.85,41.1,15.5
1065,6037532200,0.046,12.05,24.346,0.03,9241.954845,2374.77,44.19,2.57,8.71,59.3,5.9
1066,6115040400,0.048,8.69794377,8.715,587.4,0.498001387,354.57,44.66,6.25,13.31,71.5,17.8
1067,6019006604,0.065,16.24,8.982,805.98,793.3513099,230.37,63.19,4.6,9.31,70.6,19.2
1068,6037241110,0.044,12.05,24.76,0.0,5264.933899,587.94,86.19,6.36,11.15,66.7,10.9
1069,6037195804,0.046,12.89,29.34,0.0,3503.197781,2538.29,55.22,6.34,7.85,47.3,12.2
1070,6077003313,0.048,13.44,17.137,0.0,430.747392,636.59,88.07,7.76,10.04,65.8,22.2
1071,6029000101,0.062,18.76,21.556,137.6,87.70489136,512.29,80.97,5.32,11.73,30.4,8.7
1072,6059074300,0.046,10.37,21.41,0.0,40097.69552,959.76,44.68,6.27,7.39,49.2,9.5
1073,6037221304,0.048,12.89,29.76,0.0,2786.822426,1113.63,66.41,6.02,8.61,65.1,13.0
1074,6037532101,0.046,12.05,17.21,0.18,9903.76925,805.0,54.54,6.2,10.97,57.1,6.8
1075,6037237600,0.046,12.05,26.33,0.0,4384.725081,4909.84,90.39,5.47,10.05,70.5,9.9
1076,6039000800,0.062,12.05,17.911,0.29,3526.958288,580.47,94.46,5.33,12.23,72.8,6.5
1077,6059089004,0.046,11.21,15.88,1.18,21749.33527,875.26,50.82,6.05,8.97,57.8,11.6
1078,6073011602,0.04,11.21,60.33,0.0,566.9437924,547.95,79.8,6.36,10.3,63.8,9.8
1079,6065042513,0.065,12.89,22.822,0.0,764.5123952,1447.87,75.3,7.14,11.27,51.2,9.4
1080,6037601302,0.046,12.05,22.65,0.0,2555.168722,2061.59,93.44,5.73,7.89,40.7,16.5
1081,6071006700,0.065,12.47,28.59,0.0,957.947091,283.63,93.92,4.17,15.98,67.9,15.2
1082,6037294421,0.042,11.21,20.399,0.0,8249.535655,955.34,52.31,3.44,9.61,60.9,11.3
1083,6077002504,0.048,11.63,24.13,72.83,1554.599361,447.37,128.15,5.32,14.74,49.1,10.9
1084,6037104610,0.055,11.21,22.449,0.0,698.2839237,828.15,73.79,5.51,7.7,55.9,11.2
1085,6037481500,0.05,11.63,22.351,0.0,5532.808191,2508.81,34.4,8.43,6.43,45.3,8.1
1086,6037190401,0.05,12.89,36.19,0.0,2472.22141,1117.24,51.93,7.04,11.2,45.9,14.2
1087,6037218702,0.046,12.47,25.9,0.0,2431.521252,4697.99,82.72,7.04,8.81,59.3,21.2
1088,6037406702,0.053,11.21,20.195,0.0,10656.96687,1526.98,50.41,6.0,9.74,37.1,17.6
1089,6019007300,0.065,15.82,8.309,2732.87,504.7746487,248.95,75.89,3.42,9.26,57.4,12.4
1090,6001401800,0.03,8.69794377,76.11,0.0,330.9753226,180.13,165.52,8.3,6.44,61.7,20.0
1091,6037208903,0.046,12.89,60.69,0.0,4073.321275,1106.24,59.84,5.05,7.7,80.0,9.8
1092,6029003121,0.065,19.18,13.958,0.0,62.01665731,299.29,71.16,7.06,8.38,70.2,25.3
1093,6019007002,0.065,16.24,20.19,43.91,847.1472585,89.52,102.07,3.76,11.73,65.3,8.9
1094,6037294510,0.042,11.21,20.169,2.57,8477.438561,1064.56,70.22,4.1,10.57,69.7,11.1
1095,6037222600,0.046,12.89,33.318,0.0,3573.280422,850.5,55.35,8.12,8.11,69.8,12.3
1096,6037127804,0.055,11.21,18.09,0.0,683.3824056,1137.68,98.74,8.2,13.75,50.0,12.7
1097,6037270300,0.046,12.05,26.682,0.0,1864.288097,2398.71,40.33,8.33,5.81,25.3,9.9
1098,6031000800,0.062,17.08,9.48,53.82,163.4521211,310.96,138.1,5.34,9.47,49.3,14.3
1099,6037128601,0.055,11.21,25.49,0.0,1016.488601,986.67,56.62,6.11,13.8,51.1,10.2
1100,6073003602,0.038,11.21,36.309,0.0,539.3197735,410.57,127.1,6.81,9.63,62.0,11.7
1101,6065040402,0.062,14.15,9.64,0.0,3597.996378,546.88,52.78,5.41,11.59,42.3,23.9
1102,6071003200,0.065,12.89,34.468,0.0,4091.441442,440.43,69.08,4.64,12.12,56.6,21.4
1103,6071002502,0.065,12.89,30.208,0.0,5152.488134,325.66,74.3,6.19,13.02,49.2,14.3
1104,6077003405,0.048,13.35,19.06,0.0,5213.908412,663.96,90.28,8.35,13.52,67.2,19.3
1105,6037500402,0.046,12.05,20.081,0.0,10703.1472,611.61,63.24,4.52,13.82,41.6,14.7
1106,6029005003,0.062,17.92,13.464,134.05,1.177256076,872.04,53.43,4.14,9.86,72.9,16.4
1107,6037542700,0.044,12.05,18.7,0.33,5872.753274,510.73,101.83,7.41,11.84,54.1,11.9
1108,6037127910,0.055,11.21,18.09,0.0,902.7493983,1497.58,98.74,5.61,13.75,61.0,11.0
1109,6077004502,0.048,8.69794377,14.383,4.24,167.5796131,511.9,48.82,5.62,9.34,74.1,17.9
1110,6037203720,0.046,12.89,32.425,0.0,8584.214202,892.52,87.77,4.64,9.63,88.2,15.0
1111,6107003300,0.065,14.57,5.179,822.97,44.45540413,178.3,61.72,4.29,12.09,65.0,14.8
1112,6031001003,0.062,17.08,16.023,79.36,149.1067932,215.56,138.1,6.82,9.47,52.2,14.7
1113,6037221601,0.046,12.89,32.288,0.0,3579.212245,4179.42,58.23,6.29,8.67,60.1,9.3
1114,6085512603,0.04,6.60204561,27.545,5940.21,3.606581859,854.86,67.35,5.53,10.47,58.8,14.5
1115,6019002904,0.065,15.4,36.31,0.0,2544.664069,502.96,65.96,7.65,9.38,54.6,15.0
1116,6037221820,0.046,12.89,41.19,0.0,3788.767788,1362.73,58.23,8.62,8.67,77.9,13.0
1117,6037530400,0.046,12.05,25.084,0.0,12157.28129,1946.86,34.21,6.92,6.29,46.4,19.0
1118,6037602403,0.044,12.05,30.76,0.0,5079.943319,1025.09,78.54,6.64,10.73,52.3,11.2
1119,6099003300,0.053,11.21,3.428,1010.79,87.13015576,348.89,43.38,3.88,9.26,50.5,19.5
1120,6037119001,0.055,11.21,22.233,0.0,919.3401142,3627.93,68.45,8.49,7.17,21.5,8.8
1121,6037213320,0.046,12.89,53.856,0.0,3380.9427,1363.58,56.69,6.14,6.98,70.2,14.3
1122,6071007109,0.065,12.47,17.355,0.13,677.6459311,1703.29,53.75,6.19,11.14,39.4,13.1
1123,6037297120,0.042,11.21,51.9,0.0,5118.457419,470.43,84.98,4.36,9.68,47.1,17.9
1124,6107003100,0.062,17.08,5.258,202.56,43.58794524,390.07,70.29,4.48,10.42,66.5,11.6
1125,6001406100,0.03,8.69794377,41.028,0.0,342.794044,1573.2,105.75,3.97,8.54,50.1,10.1
1126,6037231300,0.046,12.89,26.04,0.0,3368.016801,873.78,65.13,7.55,7.77,75.8,9.0
1127,6071004001,0.065,13.31,22.713,9.1,1648.864847,1746.52,47.31,5.2,8.87,47.6,19.9
1128,6099000302,0.053,12.89,11.116,5.06,4159.505648,532.99,46.8,4.56,9.71,37.4,13.4
1129,6037190700,0.05,12.47,34.327,0.0,2054.496517,1825.63,68.33,2.61,10.42,56.1,3.0
1130,6037576901,0.042,11.21,18.451,0.0,8454.549771,953.27,74.2,8.45,9.24,71.7,10.5
1131,6037123901,0.055,12.05,25.963,0.0,1201.338047,1633.6,65.25,4.95,12.07,44.5,6.4
1132,6037241201,0.044,12.05,24.76,0.0,5019.843183,3651.92,84.0,5.03,9.63,51.5,20.3
1133,6075023102,0.03,8.69794377,92.89,0.0,212.4771452,294.99,135.72,8.75,9.53,62.6,18.5
1134,6071002301,0.065,12.89,17.922,0.03,2710.931982,788.98,41.46,6.2,10.77,36.7,22.8
1135,6059087403,0.046,11.21,19.567,0.0,22927.3936,3072.58,49.05,6.09,7.35,71.6,12.5
1136,6037602505,0.044,12.05,23.82,0.0,4988.576409,1387.73,78.54,6.64,10.73,62.3,12.9
1137,6065940400,0.062,8.27876414,11.912,321.06,0.640663068,533.55,49.81,4.48,8.69,57.0,14.1
1138,6037404402,0.053,11.21,20.64,0.0,5801.406836,2839.85,66.74,4.8,9.16,33.4,8.9
1139,6085503601,0.035,10.37,32.452,0.0,332.4553641,1490.91,50.27,5.44,8.04,53.2,10.1
1140,6037530004,0.046,12.05,17.409,0.0,10017.87131,932.34,47.04,6.16,9.44,32.6,9.1
1141,6029000300,0.062,18.76,21.613,0.0,49.80857184,406.1,80.97,7.82,11.73,68.3,23.6
1142,6071002206,0.062,13.73,45.463,0.0,6224.170229,1863.41,51.6,5.48,14.93,20.9,11.3
1143,6025011600,0.055,7.85958451,11.895,0.0,252.0735236,815.58,111.93,5.64,14.15,60.7,30.0
1144,6037551102,0.044,12.05,24.081,0.0,5929.038907,802.47,32.94,6.22,6.1,53.2,9.4
1145,6029001300,0.062,18.76,33.05,0.0,30.9115903,494.54,111.62,7.13,12.57,82.6,17.5
1146,6059074403,0.046,10.37,27.504,0.0,74760.18881,3059.71,31.99,5.2,5.11,80.5,7.6
1147,6037218800,0.046,12.89,26.573,0.0,2626.447171,3691.35,63.39,7.72,7.14,48.8,14.2
1148,6037430101,0.053,11.21,18.148,0.0,21108.04683,1657.95,52.62,6.32,8.26,41.8,7.4
1149,6071003506,0.065,12.89,15.571,0.0,1921.91185,516.76,84.92,5.94,15.65,58.3,17.1
1150,6037542501,0.044,12.05,24.039,0.42,6081.023027,593.93,110.81,5.97,12.82,55.6,23.9
1151,6007001300,0.048,9.53630303,18.945,138.72,9.537425089,598.22,43.76,4.12,7.93,72.5,21.4
1152,6077005114,0.051,12.89,18.047,3469.08,944.7997128,1011.91,80.88,3.97,12.96,29.0,11.8
1153,6037216900,0.048,12.05,29.3,0.0,1911.405735,1039.39,56.65,5.72,7.53,23.9,16.7
1154,6039001000,0.06,13.73,7.094,1606.4,4983.445072,431.16,59.0,5.18,8.65,41.7,7.5
1155,6099003904,0.057,12.89,13.158,1949.0,387.0298645,276.92,82.64,3.06,14.43,58.3,13.5
1156,6037535605,0.044,12.05,25.04,0.0,6288.347579,973.98,44.52,4.4,11.32,56.7,22.7
1157,6037404401,0.055,11.21,20.64,0.0,5122.997767,2045.88,66.74,5.26,9.16,42.3,6.2
1158,6001401400,0.03,8.69794377,56.118,0.0,364.5603538,1639.88,105.74,7.86,5.55,67.1,16.2
1159,6037231800,0.046,12.89,41.19,0.0,4064.08382,3307.75,46.33,5.71,5.82,76.1,9.0
1160,6071005200,0.068,12.05,29.095,0.0,933.1400188,828.05,115.24,6.71,13.61,58.8,19.3
1161,6029004000,0.062,18.76,6.819,2606.2,660.5891546,213.19,46.54,4.88,11.45,57.1,11.3
1162,6071006402,0.065,12.05,20.368,0.0,600.4096816,383.74,122.15,6.68,15.49,80.9,20.8
1163,6071003302,0.065,12.89,41.369,0.0,3618.891481,1516.42,40.68,6.3,7.35,55.7,15.8
1164,6037550300,0.046,12.05,26.967,0.0,5704.509241,2337.72,56.44,4.45,11.99,33.4,11.0
1166,6065031704,0.062,12.47,25.521,21.94,4802.369201,1156.18,54.65,5.37,8.89,26.4,9.2
1167,6019005608,0.065,15.4,28.06,84.35,1932.549977,746.9,103.65,3.6,10.21,53.2,21.4
1168,6019003302,0.065,15.4,44.475,0.0,2340.625962,443.66,126.99,5.41,11.51,67.7,13.1
1169,6037190902,0.05,12.89,36.19,0.0,2275.535718,2134.51,45.33,4.33,7.21,61.8,13.4
1170,6037209401,0.046,12.89,60.69,0.0,3799.511427,1174.61,47.07,6.82,6.07,81.1,10.3
1171,6077005126,0.05,12.89,19.0,48.89,1667.241247,671.58,112.4,6.54,12.44,51.0,17.4
1172,6029004200,0.062,18.76,2.59,1770.82,1005.055475,186.31,41.48,3.98,10.28,58.2,13.9
1173,6073003501,0.038,11.21,31.56,0.0,378.9615365,998.07,111.49,4.91,8.74,66.1,14.3
1174,6037127711,0.057,11.21,28.061,0.0,703.4952741,3036.87,47.74,7.16,7.47,35.9,7.9
1175,6073015901,0.046,11.21,11.07,0.0,132.5554744,481.75,58.72,6.76,9.95,77.9,20.4
1176,6037231210,0.046,12.89,26.218,0.0,3492.732514,812.74,75.28,6.89,8.69,70.2,16.5
1177,6047001501,0.057,12.89,12.705,47.06,7.237886215,559.96,79.9,4.41,11.63,63.3,19.7
1178,6065043401,0.062,8.27876414,10.324,0.0,2878.969212,859.28,91.72,5.8,15.62,79.9,24.3
1179,6037132002,0.06,10.37,27.337,4.84,592.6596103,1046.1,67.11,8.02,9.49,35.2,10.5
1180,6037234300,0.046,12.47,26.04,0.09,2723.150428,1358.81,108.55,6.25,8.05,44.1,15.9
1181,6065042405,0.065,12.89,15.28,0.0,751.7184437,1672.74,54.23,6.32,8.83,70.5,25.4
1182,6085503122,0.038,10.37,35.483,0.0,162.5575822,618.7,31.51,7.2,5.16,59.8,19.1
1183,6037407102,0.05,12.05,18.49,0.0,16879.26562,561.34,50.03,5.13,8.64,42.2,8.0
1184,6071006203,0.068,12.05,15.52,0.0,765.253181,1205.22,119.48,6.78,14.82,74.8,31.1
1185,6099001100,0.053,12.89,19.841,1.97,941.9759377,638.84,86.18,4.66,11.13,46.7,12.8
1186,6029002900,0.065,18.76,36.736,0.0,50.95250506,858.53,121.62,6.69,11.62,56.9,16.3
1187,6071008002,0.068,11.63,26.015,0.04,338.5389344,1190.85,46.74,5.73,8.61,64.6,17.8
1188,6065042516,0.065,12.89,15.585,0.0,645.0990926,615.38,75.3,6.67,11.27,65.1,14.4
1189,6037433403,0.05,11.63,30.676,0.0,6891.617792,1295.62,39.91,3.62,5.52,66.3,11.3
1190,6001403000,0.03,8.69794377,54.34,0.0,330.2593374,1220.7,133.35,5.43,5.29,65.7,12.6
1191,6037544001,0.042,11.21,26.011,0.0,8128.070615,1040.5,72.09,4.02,9.55,40.3,13.3
1192,6071001103,0.062,12.89,37.47,0.0,4833.083126,1943.12,69.05,5.82,12.77,33.2,10.1
1193,6071003000,0.065,12.89,13.91,0.0,3024.428332,542.57,74.3,5.19,13.02,77.3,20.1
1194,6065042514,0.065,12.89,23.329,0.0,719.8156403,863.84,75.3,5.73,11.27,62.0,15.7
1195,6037554302,0.044,12.05,21.73,2.6,7216.405518,2248.25,56.18,6.29,7.8,54.1,15.6
1196,6037310601,0.055,12.05,11.836,0.0,1430.968306,1715.18,38.08,7.4,6.63,33.2,8.1
1197,6037531201,0.046,12.89,56.52,0.0,20534.70371,3215.53,37.73,5.47,6.98,63.8,19.1
1198,6037191301,0.048,12.89,29.34,0.0,2882.627284,1064.49,66.96,8.67,10.04,52.5,7.0
1199,6037133000,0.06,10.37,14.754,33.62,445.1830445,961.96,75.99,5.95,11.07,34.5,12.8
1200,6077005123,0.05,12.89,17.655,161.72,1374.03739,545.34,68.04,5.41,9.99,33.4,16.7
1201,6013305000,0.04,7.85958451,16.371,0.0,989.5911873,744.93,178.9,6.03,13.85,51.0,18.5
1202,6037270100,0.046,12.05,33.28,0.0,1710.243681,2178.29,39.75,8.5,9.54,34.5,11.5
1203,6067006702,0.048,9.53630303,16.64,0.0,252.2042999,1454.39,101.45,6.85,15.01,71.8,11.7
1204,6107000202,0.065,12.89,2.803,482.97,245.0606815,86.57,49.26,6.72,9.2,63.2,14.4
1205,6037501001,0.046,12.05,19.76,0.0,9720.643704,2549.67,69.12,5.04,15.61,43.1,9.3
1206,6013380000,0.03,8.69794377,45.162,0.0,883.2482208,1067.19,166.66,6.7,11.19,35.6,8.6
1207,6037403000,0.057,12.89,22.841,0.0,9297.30946,817.1,70.31,4.71,10.29,51.1,16.6
1208,6037238200,0.046,12.05,21.138,0.0,4398.126593,972.74,105.87,8.09,10.01,50.9,15.8
1209,6037208720,0.046,12.89,60.69,0.0,3737.68104,943.1,53.25,5.79,6.95,78.1,12.4
1210,6065030900,0.062,13.31,14.239,0.0,3057.630446,634.21,66.13,4.42,9.86,41.7,9.9
1211,6037600100,0.046,12.05,23.142,0.0,4614.585367,839.01,112.18,7.54,11.89,71.5,16.3
1212,6077005202,0.051,11.21,10.826,365.99,477.2307984,1123.29,54.34,4.59,8.85,30.3,11.0
1213,6037191420,0.048,12.89,29.34,0.0,2965.087332,890.96,47.76,5.31,6.75,62.3,8.5
1214,6037570303,0.042,11.63,29.03,2.27,5841.697454,539.62,87.58,6.02,10.71,65.2,10.3
1215,6019003201,0.065,15.4,37.354,0.0,2768.1704,567.56,90.73,7.24,8.37,69.8,17.7
1216,6037302104,0.051,12.05,20.212,0.0,2087.842368,2455.92,35.29,7.96,8.74,41.1,13.3
1217,6019001408,0.065,15.4,24.339,91.23,4501.414283,241.86,49.39,7.06,7.02,54.5,11.9
1218,6071007110,0.065,12.47,42.378,0.0,504.040981,2065.01,81.01,4.63,13.21,24.6,3.7
1219,6071004510,0.068,12.47,16.141,0.0,1477.746148,431.18,83.14,6.08,11.09,52.9,22.6
1220,6013375000,0.03,8.27876414,43.87,0.0,1282.321217,424.03,207.5,6.77,10.9,60.3,13.5
1221,6037502401,0.046,12.05,21.73,0.0,8270.237153,721.53,63.24,5.63,13.82,41.4,10.5
1222,6073005300,0.038,11.21,110.8,0.0,278.7528655,397.4,78.38,8.29,9.39,34.3,5.3
1223,6071003510,0.065,12.89,14.74,0.0,2561.17319,476.32,82.93,5.99,15.27,62.5,22.5
1224,6001401700,0.03,8.69794377,75.686,0.0,342.7641759,2080.53,159.24,6.22,6.88,37.8,6.7
1225,6037433503,0.048,12.05,22.47,0.0,7647.931026,690.62,54.75,4.15,8.87,64.0,1.9
1226,6037237720,0.046,12.05,26.33,0.0,4550.978687,4110.53,66.49,5.58,7.92,80.1,14.5
1227,6037221110,0.046,12.89,60.69,0.0,3735.936654,1116.37,56.69,5.8,6.98,79.2,13.4
1228,6073005700,0.038,11.21,110.8,0.0,264.7576164,1518.57,78.38,10.14,9.39,56.8,9.7
1229,6037234501,0.046,12.05,16.12,0.0,3135.334796,824.5,111.84,8.87,8.59,40.3,22.4
1230,6037432901,0.05,11.21,21.213,0.74,5808.310267,2808.22,38.01,7.01,6.64,39.5,8.5
1231,6019003808,0.062,15.4,15.34,589.27,2911.998232,106.89,92.14,8.21,11.2,46.4,9.1
1232,6071001810,0.062,12.89,29.59,0.0,6449.337184,2246.41,41.63,3.25,11.21,45.5,13.2
1233,6019004207,0.06,14.99,22.397,435.53,2736.97952,814.97,59.9,4.35,10.6,39.2,11.3
1234,6059099601,0.044,11.21,18.361,0.0,14458.25063,2554.83,35.44,5.65,8.07,53.6,8.4
1235,6025010200,0.051,8.27876414,2.477,3081.54,4.251373691,252.29,163.56,6.07,16.87,67.8,13.0
1236,6037121102,0.055,11.63,19.637,0.0,984.4407264,1020.77,69.26,4.26,7.86,44.2,8.2
1237,6037701801,0.046,12.05,28.519,0.16,1361.195615,1451.7,49.04,4.98,5.8,39.0,13.3
1238,6029000600,0.062,18.76,40.449,0.0,62.29258282,382.11,143.65,7.46,12.35,74.1,14.0
1239,6037197420,0.046,12.89,29.34,0.0,4144.937285,1132.98,45.7,5.49,6.54,55.5,11.3
1240,6037555001,0.044,11.21,12.89,11.71,5649.410742,1530.98,81.75,6.02,12.17,35.9,9.8
1241,6037553200,0.044,12.05,24.589,17.52,5507.338621,808.03,68.38,5.45,9.75,31.5,8.9
1242,6071003700,0.065,12.89,14.736,0.0,1973.81297,410.54,84.92,6.21,15.65,79.6,25.9
1243,6037602003,0.044,12.05,20.978,0.0,4886.514989,1949.42,95.84,5.09,11.27,63.3,12.7
1244,6019004002,0.062,14.57,9.84,1021.63,1481.919423,210.93,55.02,4.09,12.06,55.8,8.0
1245,6037407802,0.051,11.21,24.191,0.0,18443.23852,664.71,68.56,6.55,10.71,25.7,12.6
1246,6059074406,0.046,10.37,30.76,0.0,31815.01071,4362.12,47.61,5.19,5.94,63.0,5.6
1247,6099003201,0.055,12.89,8.562,988.4,91.45060779,255.95,52.31,5.22,11.56,56.4,14.6
1248,6037402706,0.06,12.89,31.194,0.67,6078.488138,627.21,70.28,5.43,8.52,41.3,12.1
1250,6037502602,0.046,12.05,22.816,0.0,7400.505589,766.09,63.24,4.22,13.82,31.1,8.6
1251,6037234902,0.046,12.05,16.12,0.0,3267.280874,1142.01,123.13,7.62,9.16,64.1,14.4
1252,6073003301,0.038,11.21,31.56,0.0,338.5454534,1765.46,111.64,4.68,8.51,66.8,23.8
1253,6037575202,0.042,11.21,26.84,0.0,8546.114512,1048.54,112.75,5.12,11.11,64.2,9.3
1254,6029002812,0.065,18.76,49.384,0.0,60.56697062,1060.17,82.51,5.6,11.06,67.9,24.4
1255,6019004216,0.06,14.99,22.074,17.97,3322.89804,826.38,93.23,8.26,11.4,34.3,12.6
1256,6059087102,0.046,11.21,14.997,0.05,9121.863881,3148.8,60.49,5.04,11.75,53.1,11.4
1257,6073004800,0.038,11.21,110.8,0.0,413.5045423,318.24,89.97,6.69,7.64,74.2,15.0
1258,6059011720,0.046,11.21,26.12,0.0,25216.55984,3796.29,28.64,3.92,6.0,76.3,10.6
1259,6085501600,0.035,10.37,33.66,0.0,213.0712079,2731.64,59.13,6.04,8.1,52.6,10.4
1260,6037294302,0.042,11.21,28.701,0.0,7509.279003,1594.16,70.22,2.81,10.57,56.7,9.4
1261,6029003700,0.062,17.17,2.714,1683.64,2430.50122,349.46,30.01,6.25,8.87,43.6,13.2
1262,6059086404,0.046,11.21,26.232,0.0,15844.14211,3456.4,44.37,5.32,6.65,53.4,9.2
1263,6037217200,0.048,12.47,29.407,0.0,2271.925308,939.32,66.41,5.93,8.61,40.8,5.6
1264,6037211202,0.048,12.89,40.639,0.0,2959.20521,1706.98,65.18,4.11,6.88,61.6,10.2
1265,6037320300,0.057,11.21,24.19,0.0,558.4159994,479.68,69.54,6.76,5.67,58.3,11.0
1266,6107001701,0.06,17.08,17.81,0.43,412.2984039,613.49,48.55,6.02,8.95,68.6,9.3
1267,6037500600,0.046,12.05,17.21,0.0,10261.07922,616.64,62.77,4.89,13.71,45.7,9.8
1268,6019006700,0.065,16.24,8.72,1327.81,800.0093945,211.7,63.19,5.62,9.31,36.5,13.3
1269,6065041813,0.06,12.89,15.366,0.0,8943.200482,920.8,43.29,3.59,13.26,57.9,11.9
1270,6037186404,0.048,12.89,27.763,0.0,3166.176856,995.88,69.42,1.87,7.73,56.1,11.2
1271,6037236204,0.046,12.05,24.45,0.0,2297.627276,655.1,95.03,7.41,7.28,70.1,15.4
1272,6077003403,0.048,12.75,11.103,108.2,491.9721967,406.27,90.28,6.14,13.52,50.6,18.7
1273,6037208802,0.046,12.89,60.69,0.0,3786.710645,930.27,59.84,6.53,7.7,62.8,10.8
1274,6065041412,0.062,12.89,33.935,0.0,4413.444871,1624.48,40.06,5.44,9.06,36.9,11.0
1275,6019004504,0.062,15.4,39.49,0.0,2395.533631,649.29,72.21,7.69,6.47,54.0,13.8
1276,6037302103,0.051,12.05,21.83,0.0,2156.088851,862.15,49.72,4.37,12.38,58.6,11.7
1277,6071003503,0.065,12.89,15.118,0.0,2073.951172,428.1,84.44,6.47,15.56,42.3,12.6
1278,6067009007,0.051,9.53630303,11.614,0.0,54.33270217,1522.11,62.62,5.5,10.84,60.1,15.0
1279,6037189201,0.05,12.89,35.256,0.0,2570.053982,1022.2,51.93,6.99,11.2,46.5,10.2
1280,6019003004,0.065,15.4,25.39,0.05,2208.501558,491.08,75.44,7.37,10.71,49.9,12.2
1281,6037572302,0.042,11.21,27.917,9.95,8277.787953,1936.95,67.58,5.5,8.88,37.9,14.7
1282,6037601002,0.046,12.05,38.92,0.0,3585.615075,721.95,86.44,9.79,11.33,47.1,14.7
1283,6037123104,0.055,12.05,25.191,0.0,1347.852383,809.67,56.44,4.87,10.4,44.1,8.9
1284,6065045604,0.057,6.50860761,4.897,1899.29,0.977448563,178.77,29.46,5.06,10.08,75.1,24.1
1285,6029004901,0.062,17.08,16.516,1.05,1.139967548,850.84,53.43,6.58,9.86,70.3,18.4
1286,6039000202,0.06,12.47,4.197,1448.71,763.0,300.66,56.0,5.51,10.95,48.1,7.7
1287,6071007601,0.065,12.05,20.05,0.0,532.7642472,459.1,73.01,5.25,9.95,80.4,20.7
1288,6037408138,0.051,11.21,25.22,0.0,13532.93859,839.6,51.6,5.02,8.16,60.8,10.0
1289,6037501504,0.046,12.05,18.807,0.0,8589.307873,463.9,66.33,5.45,12.67,55.5,10.0
1290,6019008401,0.057,11.63,2.999,1388.85,809.0623734,178.21,57.11,3.71,10.47,59.8,11.5
1291,6037235202,0.046,12.05,16.12,0.0,3596.418593,1425.25,110.04,9.09,8.2,53.8,16.2
1292,6067005101,0.05,9.53630303,18.058,0.0,55.70015441,871.58,91.61,5.77,12.18,67.5,19.0
1293,6037222001,0.046,12.89,26.04,0.0,2855.417359,933.61,93.35,9.43,10.24,48.5,9.4
