,Census Tract,Ozone,PM2.5,Diesel PM,Pesticides,Tox. Release,Traffic,Asthma,Low Birth Weight,Cardiovascular Disease,Poverty,Unemployment
5418,6073000400,0.04,10.37,24.714,0.0,194.3374227,1576.93,40.43,4.59,6.42,22.4,4.0
5419,6097151204,0.03,6.18286598,15.622,1.24,189.7274222,1254.33,45.02,3.28,6.22,31.6,8.6
5420,6071007901,0.068,11.21,4.472,0.26,420.2652802,258.22,64.04,4.57,10.21,17.1,6.1
5421,6059110202,0.044,11.21,12.41,0.0,7462.493888,634.03,31.67,4.75,6.05,33.4,7.4
5422,6037574400,0.042,11.21,18.33,0.0,7042.638577,1214.05,29.27,5.0,7.66,13.0,6.5
5423,6037194401,0.048,12.05,23.12,0.0,1735.646787,984.36,22.08,4.76,6.48,19.5,3.3
5424,6111001201,0.044,9.53630303,7.223,5972.09,64.2265252,501.48,29.1,6.57,6.84,29.0,2.5
5425,6071010901,0.068,9.95548266,3.037,0.0,583.4025974,163.07,51.36,5.0,8.53,31.7,10.5
5426,6037111204,0.06,10.37,15.784,0.0,408.7539256,1434.47,32.27,4.93,7.27,11.6,5.3
5427,6059063102,0.044,10.37,9.542,0.0,8171.89196,1264.4,39.18,3.7,6.03,23.6,6.9
5428,6067008134,0.051,9.1171234,17.45,0.0,54.80998251,868.69,49.76,4.03,5.31,37.3,14.9
5429,6033000300,0.042,4.50614746,1.458,64.14,0.012972184,175.03,54.7,4.39,10.61,38.3,9.2
5430,6001427100,0.03,8.69794377,42.521,0.0,320.8523387,656.29,61.42,2.54,8.87,9.5,1.9
5431,6053010102,0.038,5.76368635,2.994,24059.04,1.484177261,275.08,24.05,5.75,4.3,29.2,12.2
5432,6067008139,0.053,8.69794377,12.97,0.02,35.45897313,843.34,36.66,3.6,5.96,49.5,16.0
5433,6111000702,0.048,9.53630303,2.13,1.28,26.77686345,220.04,42.33,5.41,8.4,37.6,10.4
5434,6053013900,0.035,5.34450672,8.168,0.0,0.448679337,337.9,58.31,5.12,7.12,43.7,8.0
5435,6075025402,0.03,8.69794377,77.846,0.0,202.6547387,1480.0,57.85,4.75,6.92,17.7,4.5
5436,6045010600,0.038,6.46180492,0.745,0.7,0.00373804,295.06,84.34,3.59,5.41,43.0,12.3
5437,6075022702,0.03,8.69794377,106.3,0.0,234.2245689,1370.53,50.73,4.61,7.35,5.7,1.4
5438,6067004012,0.048,8.69794377,11.109,40.54,41.80150041,534.62,49.96,6.82,7.33,11.8,11.8
5439,6067007017,0.048,8.69794377,15.303,241.07,259.0787992,875.63,65.6,3.67,8.38,10.3,4.3
5440,6059110113,0.044,11.21,15.278,0.0,8428.122114,893.49,21.33,3.47,5.1,22.3,6.1
5441,6059110012,0.044,11.21,20.963,3107.3,10263.06066,3425.78,22.07,4.55,6.53,9.2,6.8
5442,6037276400,0.046,12.05,36.576,0.0,2223.72504,630.78,39.1,3.01,8.64,20.2,7.8
5443,6073003207,0.04,11.63,9.467,0.0,350.6142735,1303.98,32.63,5.41,6.71,23.6,11.0
5444,6053010604,0.033,5.34450672,9.952,4458.55,0.825936292,337.11,66.72,5.05,6.87,29.5,5.4
5445,6085509105,0.035,10.37,22.67,0.0,224.5999367,1327.02,13.89,6.14,3.73,17.4,6.8
5446,6059099412,0.044,11.21,7.329,0.0,9355.077285,630.48,32.02,3.86,7.04,18.8,7.4
5447,6037215101,0.048,12.05,29.3,0.0,2009.503794,928.59,28.2,3.08,6.95,35.3,5.6
5448,6059099405,0.044,11.21,8.156,0.0,10539.12654,722.64,30.81,4.75,6.83,22.4,9.2
5449,6083002006,0.035,4.50614746,2.028,6745.83,16.91567001,260.18,40.87,2.86,5.71,26.3,5.5
5450,6059011718,0.048,11.21,15.12,0.0,13410.54468,561.45,28.14,5.98,8.6,14.5,11.1
5451,6037577603,0.042,11.21,12.898,0.0,8480.351173,864.79,25.34,5.47,5.24,18.8,6.5
5452,6065043274,0.057,9.95548266,7.688,0.0,164.3880899,578.52,22.04,5.58,7.93,24.8,11.7
5453,6087101000,0.035,8.27876414,17.909,1.42,19.13993222,558.88,29.67,3.15,5.59,65.2,9.1
5454,6037702102,0.046,12.05,3.612,0.0,1441.625131,1014.09,31.21,5.46,5.75,15.3,6.9
5455,6097152905,0.03,6.18286598,20.116,30.48,45.93056605,730.09,54.65,3.74,8.81,20.0,8.7
5456,6081606600,0.033,8.69794377,16.577,2.82,164.4890102,1316.55,46.72,3.36,4.66,18.1,5.1
5457,6071000104,0.057,12.47,21.333,0.01,8167.907797,643.16,26.77,3.08,8.2,16.1,8.1
5458,6037910709,0.062,5.76368635,2.655,0.05,12.6343896,786.96,61.74,1.71,10.72,43.4,17.7
5459,6065043240,0.06,6.60204561,10.598,13.26,266.9891218,323.66,23.78,5.58,15.03,16.8,10.6
5460,6031000602,0.062,16.66,15.1,0.87,184.9231048,542.43,138.1,3.86,9.47,10.4,3.6
5461,6087123100,0.038,6.60204561,5.624,10480.79,6.653699953,399.46,40.3,7.48,4.71,39.1,11.0
5462,6085504321,0.038,10.37,27.166,0.0,244.456773,1272.01,26.03,5.28,6.51,16.2,8.6
5463,6111003700,0.044,9.53630303,10.67,0.0,494.9122449,416.99,33.18,5.31,6.33,63.0,11.4
5464,6081610602,0.033,9.53630303,14.25,0.04,155.1629289,412.47,33.98,4.52,4.29,19.5,12.1
5465,6073020020,0.046,9.95548266,11.713,103.97,63.70437786,522.38,20.76,4.9,4.88,21.8,6.1
5466,6061021034,0.053,7.85958451,15.11,0.0,48.37969234,429.23,49.87,5.43,9.37,9.4,6.6
5467,6059110115,0.046,11.21,18.829,0.0,5855.610003,1584.85,23.95,4.87,5.72,8.5,4.7
5468,6037574800,0.042,11.21,21.024,0.0,7763.480479,762.94,28.86,6.11,6.14,16.2,7.5
5469,6019005904,0.065,15.4,11.369,2349.55,1898.67837,212.97,23.03,5.45,3.14,11.4,6.4
5470,6037701402,0.046,12.05,20.45,0.0,855.2980684,1278.79,26.43,5.67,5.14,23.1,5.2
5471,6001450745,0.04,8.69794377,25.706,0.04,161.4675593,473.92,27.17,7.59,6.05,4.3,3.0
5472,6085505403,0.035,10.37,23.281,0.0,200.311666,733.53,25.15,6.08,6.84,19.4,5.3
5473,6073020025,0.048,10.37,16.4,0.0,40.06521353,1379.78,23.11,3.64,5.83,32.5,10.4
5474,6073003113,0.04,11.21,9.276,0.0,303.5340424,276.56,97.59,4.1,7.76,41.9,18.6
5475,6085509403,0.035,9.95548266,23.86,0.0,212.9934503,594.75,9.89,5.15,2.65,37.2,7.4
5476,6085502301,0.038,10.37,27.31,0.0,125.4815792,758.59,36.04,6.99,5.97,14.4,8.2
5477,6085507806,0.035,10.37,25.58,0.0,401.4436429,1468.12,11.03,6.91,5.5,6.7,7.7
5478,6081603700,0.03,8.69794377,21.681,0.0,88.88674332,960.73,65.24,5.66,8.1,21.0,6.6
5479,6001451503,0.04,8.69794377,22.241,0.0,132.1246902,558.46,33.26,4.92,9.62,21.9,5.1
5480,6073016806,0.046,11.21,11.782,0.0,101.2072614,539.79,42.38,5.68,6.3,48.2,8.6
5481,6061020712,0.053,7.85958451,17.139,0.0,31.77388505,1371.58,48.89,4.24,10.1,35.2,5.0
5482,6013359105,0.033,7.85958451,14.531,0.0,732.4040686,434.22,60.38,5.22,8.69,12.6,6.0
5483,6001450752,0.04,8.69794377,17.598,2.06,224.2830357,2074.52,29.5,7.14,6.93,7.8,1.7
5484,6085509303,0.035,9.53630303,23.86,0.0,225.0636251,493.52,21.29,3.85,6.69,29.3,7.3
5485,6073001100,0.04,10.37,28.694,0.0,186.099354,2333.07,39.59,4.15,6.14,33.6,6.6
5486,6073016616,0.044,11.21,13.286,0.0,101.29126,561.57,31.48,3.17,6.04,41.1,11.0
5487,6029003809,0.062,18.76,6.395,2924.44,714.0059406,367.42,28.64,2.41,9.97,12.1,5.8
5488,6067009309,0.048,9.1171234,12.496,0.0,30.88071693,929.28,46.89,4.27,9.71,20.5,16.9
5489,6081605900,0.033,8.69794377,13.009,0.0,144.7438162,544.46,56.79,4.79,4.32,25.6,8.1
5491,6075016300,0.03,8.69794377,67.68,0.0,219.7981223,618.38,64.13,5.44,5.85,23.8,3.3
5492,6037620521,0.044,12.05,20.89,0.0,7423.990347,727.16,31.51,5.4,6.08,16.8,4.5
5493,6001450300,0.038,8.69794377,40.5,5.24,296.9273808,1835.98,28.42,5.64,6.7,10.6,4.6
5494,6001438000,0.035,8.69794377,9.689,0.0,324.1057231,647.81,82.9,3.01,11.47,29.4,11.5
5495,6085512313,0.04,8.69794377,18.413,0.16,25.7148884,338.47,40.1,2.29,9.19,37.0,5.3
5496,6059110116,0.044,11.21,14.994,0.0,6011.488432,590.23,26.5,3.29,6.41,26.9,9.2
5497,6001451300,0.04,8.69794377,23.202,1.23,158.4138129,1600.84,32.84,6.18,7.04,12.8,4.2
5498,6001403900,0.03,8.69794377,54.34,0.0,372.4207113,1896.48,43.06,4.78,4.75,24.2,9.0
5499,6037650800,0.042,12.05,17.03,0.0,10103.69126,862.9,22.94,4.67,4.85,10.3,5.9
5500,6037910606,0.062,6.18286598,7.167,0.0,2.612094925,354.28,82.98,7.79,10.61,64.0,14.7
5501,6029005404,0.057,6.18286598,3.707,0.0,0.784114988,162.4,60.93,5.96,20.34,30.8,13.3
5502,6075010500,0.03,8.69794377,124.68,0.0,269.1837047,648.57,42.21,4.03,5.25,23.0,9.9
5503,6001427800,0.03,8.69794377,45.85,0.0,304.7909941,479.89,61.42,4.39,8.87,18.9,5.1
5504,6057000900,0.055,6.18286598,0.392,0.07,58.46874674,229.94,38.49,3.08,6.32,45.2,9.7
5505,6037480704,0.05,11.21,21.665,0.0,4097.650045,662.84,15.75,3.78,5.53,20.8,8.7
5506,6097151100,0.03,6.18286598,1.27,8.94,357.0249065,272.15,44.31,3.93,7.29,21.4,9.4
5507,6111003605,0.044,9.53630303,12.829,11848.81,254.16763,444.28,33.74,4.5,6.01,27.9,8.9
5508,6033000600,0.042,5.34450672,0.611,2.2,1.401436646,119.27,88.45,3.97,7.01,54.5,16.6
5509,6001404800,0.03,8.69794377,22.17,0.0,367.3852204,394.52,80.31,5.39,8.16,32.4,10.5
5511,6065043256,0.057,5.34450672,11.315,0.34,65.85080651,365.28,26.11,2.79,9.79,27.3,12.7
5512,6073003114,0.04,11.21,9.677,0.0,266.8277889,263.59,110.54,5.56,8.55,25.0,6.2
5513,6037403703,0.057,11.21,14.771,0.0,5180.432731,242.84,42.57,2.69,7.43,21.9,10.6
5514,6037920330,0.065,10.37,18.352,0.0,49.58823088,1336.44,24.53,2.14,8.94,8.1,8.3
5515,6089010900,0.042,6.18286598,17.978,0.0,11.95679222,723.47,67.06,4.78,8.18,51.4,6.6
5516,6035040200,0.05,5.33150434,0.167,0.02,0.169511019,116.85,31.37,7.83,5.9,34.1,17.7
5517,6061020714,0.053,7.85958451,11.96,0.0,34.29658223,1913.1,47.72,5.03,9.82,14.3,7.1
5518,6037271100,0.046,12.05,31.604,0.0,1549.548949,3612.09,23.45,2.12,7.14,25.6,3.7
5519,6071009709,0.065,7.44040487,4.025,0.0,20.06323871,375.48,85.53,4.78,13.11,47.8,22.0
5520,6059110304,0.046,11.21,12.41,0.0,6232.43561,692.31,35.71,4.45,7.64,15.5,4.9
5521,6037460301,0.051,9.95548266,5.99,1.44,1641.285028,343.9,39.21,6.93,6.0,19.4,8.2
5522,6073016606,0.044,10.79,10.34,0.0,84.21817552,757.31,38.81,3.12,7.98,16.3,8.7
5523,6081608600,0.033,9.1171234,14.019,0.0,197.6603081,1635.76,28.93,3.74,5.6,19.9,7.2
5524,6037310100,0.055,12.05,9.4,0.0,1365.818297,720.65,21.94,4.09,4.12,10.6,7.0
5525,6067009108,0.051,9.53630303,14.074,0.0,211.2644815,391.02,56.79,5.17,9.02,30.5,11.1
5526,6013338101,0.038,7.85958451,15.664,0.0,830.0537336,849.05,46.96,4.31,5.01,46.3,9.6
5527,6037901009,0.062,6.18286598,10.55,0.0,9.255294213,606.44,52.17,7.02,10.51,35.8,6.5
5528,6037211701,0.048,12.89,29.76,0.0,2513.704208,1433.9,35.04,2.58,4.5,16.9,6.7
5529,6111008303,0.055,9.53630303,7.911,0.0,60.32832764,553.83,40.82,5.03,11.19,29.5,8.3
5530,6001428200,0.03,8.69794377,19.151,0.0,323.0350865,508.02,61.42,2.01,8.87,14.2,7.6
5531,6037124700,0.053,11.63,28.49,0.0,1136.97999,2722.67,18.92,4.36,5.26,20.8,14.8
5532,6111005303,0.048,9.53630303,12.814,4183.31,86.56259531,839.58,23.08,3.99,7.56,11.5,9.1
5533,6111001506,0.044,9.53630303,18.55,32659.08,105.6799802,464.48,34.66,4.97,6.6,20.2,10.8
5534,6061021045,0.053,7.85958451,17.801,0.0,43.46080131,491.71,47.46,2.9,8.94,29.1,13.6
5535,6013304003,0.044,7.85958451,4.488,258.82,97.27134199,293.49,45.39,5.95,8.37,21.9,11.2
5536,6001432800,0.03,8.69794377,23.278,0.0,393.9579691,1208.61,76.19,3.8,8.68,9.5,7.3
5537,6097153401,0.03,6.18286598,8.319,60.27,57.15960757,553.11,38.1,3.14,5.64,27.0,9.9
5538,6075011000,0.03,8.69794377,72.688,0.0,244.3381254,637.72,57.05,4.33,5.68,23.5,1.4
5539,6065045108,0.065,7.02122524,9.511,0.0,0.076512158,551.79,32.74,5.43,6.15,44.9,8.5
5540,6037901101,0.062,6.18286598,4.044,0.0,10.74422622,382.17,52.17,4.96,10.51,40.1,10.4
5541,6001435102,0.035,8.69794377,17.147,0.0,397.0957787,603.15,52.88,6.33,9.71,20.4,7.5
5542,6073003105,0.042,11.21,11.07,0.0,208.2138584,281.06,89.81,5.42,7.18,41.5,12.5
5543,6037901209,0.062,5.34450672,0.471,2.97,10.46979623,529.06,34.89,2.6,7.8,30.2,3.7
5544,6037910715,0.062,6.18286598,7.167,0.0,8.624622404,418.4,99.93,6.67,12.39,42.6,15.9
5545,6071010902,0.068,9.53630303,1.113,0.0,433.6636486,97.77,44.73,7.63,7.85,31.3,4.2
5546,6017031504,0.057,8.27876414,0.719,0.61,3.089039691,434.38,56.48,2.94,7.51,30.0,14.9
5547,6001441200,0.035,8.69794377,17.274,1.0,143.4280711,462.26,49.69,4.98,8.67,9.8,4.5
5548,6097150602,0.033,6.18286598,7.339,0.0,8808.071605,586.45,53.43,6.35,8.8,14.3,5.4
5549,6071002017,0.065,12.47,15.107,0.0,2432.425156,449.82,27.51,6.17,8.47,9.3,8.2
5551,6095253403,0.042,8.69794377,13.325,383.57,161.2925178,703.49,54.31,3.52,8.79,25.8,5.8
5553,6073013801,0.044,11.21,18.372,0.1,135.5232606,1778.66,28.93,6.29,3.51,28.6,7.0
5554,6035040303,0.051,4.94873678,0.252,0.0,7.77e-05,223.34,34.48,4.63,6.67,47.1,18.3
5555,6037113235,0.055,9.95548266,2.758,0.0,77.40217898,229.56,50.35,5.83,8.08,33.9,7.3
5556,6063000100,0.051,9.53630303,0.442,0.02,0.287288803,288.23,52.69,2.56,9.63,39.9,13.3
5557,6067009609,0.048,9.53630303,19.358,0.0,37.30984481,323.28,115.63,4.91,13.8,39.9,17.2
5558,6053010607,0.033,5.34450672,12.294,21.88,0.847618124,240.48,79.51,3.44,8.03,72.4,7.0
5559,6059042203,0.048,8.69794377,9.762,0.0,1284.796731,2612.12,25.41,3.07,6.2,19.1,11.8
5560,6037481800,0.048,12.05,23.09,0.0,6980.468911,612.09,24.44,4.3,4.36,27.1,7.1
5561,6089010603,0.042,6.18286598,1.969,0.0,8.703063273,148.98,76.95,3.57,8.79,23.3,12.2
5562,6111007514,0.051,9.53630303,5.312,0.0,41.01060507,561.76,33.93,5.12,8.97,11.1,6.9
5563,6061021403,0.051,8.69794377,6.757,0.0,30.32648282,406.22,36.35,3.86,8.14,55.1,7.7
5564,6061022600,0.053,7.85958451,15.111,0.0,39.51776234,1102.6,44.51,4.89,8.27,27.2,6.4
5565,6001450742,0.04,8.69794377,17.739,30.53,152.1952337,365.56,28.59,5.42,7.89,8.0,4.5
5566,6065030602,0.065,12.05,17.386,7.9,3435.649227,538.88,47.93,1.04,7.8,10.8,8.3
5567,6055200505,0.035,7.85958451,8.356,13.42,817.746945,633.1,29.73,2.11,4.61,37.1,10.9
5568,6073015403,0.046,11.21,8.151,0.02,133.8148007,849.33,50.51,8.2,8.52,14.0,9.3
5569,6085504901,0.035,10.37,31.168,0.0,290.5634345,815.04,20.28,5.22,6.03,10.6,3.7
5570,6067009328,0.048,9.1171234,5.637,84.88,35.01377313,294.09,46.89,5.63,9.71,21.2,7.5
5571,6013369002,0.03,8.27876414,14.676,0.02,827.1610288,2215.57,73.02,3.92,7.98,36.3,3.6
5572,6037463601,0.053,10.79,19.832,0.0,3155.182966,858.43,25.54,5.45,4.95,17.5,3.9
5573,6085504314,0.038,10.37,22.513,0.0,186.197452,351.21,32.1,5.71,8.08,27.4,12.2
5574,6085503321,0.038,10.37,25.397,0.0,165.1083964,663.6,30.66,6.81,6.6,14.8,9.0
5575,6037400205,0.06,11.21,11.017,0.0,3059.310341,1013.29,31.53,5.05,7.46,11.4,6.7
5576,6085506702,0.038,10.37,23.95,0.0,117.439,518.33,31.49,5.05,7.72,15.2,6.4
5577,6065045118,0.065,7.02122524,9.489,0.0,0.069434399,564.46,19.82,6.31,4.11,56.7,15.7
5578,6111005304,0.048,9.53630303,6.469,9854.12,80.13630351,1054.28,23.08,5.12,7.56,14.6,5.7
5579,6037620101,0.044,12.05,36.63,0.0,2927.434125,509.51,25.04,3.86,6.82,20.2,8.2
5580,6065041804,0.057,12.47,6.073,0.0,5362.542768,635.08,35.15,2.95,11.11,10.3,9.2
5581,6037310300,0.055,12.05,8.918,0.0,1432.292215,459.21,36.88,4.76,6.43,5.7,5.0
5582,6073008506,0.042,9.53630303,11.94,0.0,125.4308134,518.13,41.12,7.32,5.84,25.0,3.6
5583,6059021918,0.05,10.79,5.542,3.87,29278.1349,1002.18,30.0,2.53,7.58,20.8,4.8
5584,6085508508,0.035,10.37,24.534,0.0,263.8967235,821.8,12.71,5.31,3.22,22.2,10.3
5585,6067008119,0.053,9.1171234,14.032,0.0,45.88223863,878.71,44.74,5.38,7.38,29.7,12.8
5586,6111007613,0.051,9.53630303,7.777,336.34,39.63214477,850.41,31.73,3.39,7.58,14.6,4.2
5587,6067008702,0.053,9.1171234,10.951,0.0,32.6955179,599.6,47.91,3.8,8.34,3.7,7.0
5588,6075047902,0.03,7.85958451,38.292,0.0,221.8369902,315.88,23.94,5.78,5.57,26.6,8.2
5589,6001441924,0.035,8.69794377,16.56,0.0,125.9641241,522.39,47.42,5.12,8.37,24.0,13.2
5590,6081613700,0.033,9.95548266,1.599,280.48,113.0358567,731.95,33.11,4.17,3.8,17.9,7.6
5591,6081602500,0.03,8.69794377,21.427,0.0,104.6803381,1315.54,48.46,7.79,6.14,11.6,7.7
5592,6059052419,0.05,10.37,7.997,12.23,19959.12398,433.29,21.24,6.12,6.26,10.0,7.9
5593,6037214100,0.048,12.47,28.97,0.0,2147.273081,1713.15,34.98,3.09,6.81,15.9,5.2
5594,6067009323,0.048,9.53630303,11.974,0.0,36.44138183,886.9,46.89,3.32,9.71,16.8,6.4
5595,6037701302,0.046,12.05,20.45,0.0,858.5240139,534.45,26.43,7.85,6.31,16.8,6.3
5596,6081600300,0.03,8.69794377,23.88,0.0,137.8555321,474.48,42.04,5.51,4.2,18.8,9.2
5597,6023010700,0.026,5.76368635,2.612,0.0,18.57714582,590.52,61.2,3.61,7.45,35.0,5.5
5598,6067007206,0.05,8.69794377,3.164,1.3,94.21001512,314.12,43.04,4.81,8.59,30.2,4.1
5600,6073000600,0.04,10.37,24.51,0.0,197.3455954,1235.97,51.41,2.3,8.09,25.8,4.6
5601,6097152701,0.033,7.72469717,5.331,22.25,31.59525984,578.34,27.61,4.9,4.57,30.8,9.5
5602,6071010410,0.065,4.50614746,0.871,0.0,2.669188833,75.15,57.01,3.33,13.27,47.3,16.0
5603,6059063601,0.044,10.37,16.81,0.01,6066.242404,795.46,28.56,2.38,4.36,29.5,10.0
5604,6075061500,0.03,8.69794377,106.39,0.0,261.1247356,986.77,21.39,5.85,3.79,19.0,5.0
5605,6037430721,0.051,10.37,11.737,0.0,3999.241597,1390.65,17.72,3.14,5.34,14.7,3.9
5606,6079011300,0.035,8.17459516,3.124,27.36,10.57146147,828.35,15.52,4.48,4.66,38.1,6.7
5607,6073014700,0.042,10.79,16.893,0.0,140.7415941,424.24,63.57,4.32,8.16,28.6,6.6
5608,6059110005,0.044,11.21,14.584,0.0,12243.15505,1944.11,32.34,4.08,8.61,12.5,5.4
5609,6089010300,0.042,6.18286598,12.593,0.0,15.26497216,712.5,60.59,4.17,8.05,47.5,8.2
5610,6059052425,0.05,8.69794377,8.731,49.62,4161.827342,493.03,28.19,4.72,7.34,15.2,3.7
5611,6059042108,0.048,8.69794377,2.73,0.0,893.9923031,1772.06,24.79,4.0,5.9,35.1,11.8
5612,6037910805,0.057,7.44040487,2.163,0.0,46.93587576,1067.02,31.12,2.33,8.7,27.0,11.4
5613,6073019701,0.044,9.53630303,13.069,0.06,59.0660677,1543.67,29.63,5.58,6.62,42.5,7.8
5614,6075025401,0.03,8.69794377,48.53,0.0,200.6726269,508.97,53.93,4.97,6.47,30.8,9.0
5615,6073002100,0.04,10.37,24.311,0.0,190.8601391,1317.57,48.97,3.93,6.54,31.4,10.6
5616,6037194402,0.048,12.05,23.12,0.0,1673.717847,1170.31,19.12,3.27,4.4,30.9,7.4
5617,6001440305,0.033,8.69794377,33.361,0.0,227.2251693,390.03,77.83,6.6,10.5,18.6,9.5
5618,6037463000,0.051,10.37,17.908,0.0,3262.033126,1372.83,25.07,3.59,5.69,13.7,6.9
5619,6059052424,0.05,8.69794377,9.553,0.0,3560.361998,531.65,28.19,5.43,7.34,21.5,5.7
5620,6071009715,0.065,7.02122524,6.353,0.0,28.70937471,279.04,95.27,6.47,14.51,32.1,12.0
5621,6013340001,0.038,7.85958451,23.315,0.03,713.7980433,2007.33,34.67,5.25,6.45,20.7,7.0
5622,6013355108,0.04,7.85958451,5.984,0.32,357.7446187,340.0,111.19,6.96,11.26,26.3,9.6
5623,6113010701,0.044,7.85958451,7.882,0.91,47.622869,331.91,23.36,4.47,6.7,54.0,5.9
5624,6073001400,0.04,10.79,24.51,0.0,216.5425355,406.14,66.07,2.7,7.74,24.2,6.9
5625,6059062621,0.048,8.69794377,15.815,0.0,4512.122491,2190.4,24.88,5.26,6.24,13.2,4.9
5626,6073009509,0.044,9.95548266,16.789,0.7,137.6097097,854.93,21.53,5.59,3.93,16.1,3.2
5627,6037403325,0.051,11.63,11.69,0.0,9635.290842,2054.18,24.44,4.58,7.8,15.9,8.9
5628,6033001200,0.038,5.26472399,0.451,2.32,0.02791954,177.78,78.05,4.23,5.38,37.3,20.0
5629,6073016701,0.044,11.21,16.96,0.0,107.3087517,887.65,33.75,4.74,5.78,21.9,9.6
5630,6029002808,0.062,18.76,22.542,0.0,732.6280488,520.87,33.91,3.61,7.09,25.6,4.9
5631,6037297000,0.042,11.21,20.988,0.0,4787.851002,427.11,55.76,4.36,6.69,16.9,8.2
5632,6037910711,0.062,6.18286598,7.849,0.0,5.549200518,374.69,54.79,6.82,9.13,65.6,14.0
5633,6111006500,0.048,9.53630303,5.203,0.0,59.61561432,760.01,27.66,6.0,7.26,28.8,9.1
5634,6073015200,0.044,11.21,14.856,0.0,117.3843525,1678.93,35.26,7.06,5.35,15.4,8.9
5635,6037910001,0.062,5.76368635,1.598,0.0,5.994484415,277.23,64.11,7.21,9.49,58.1,11.6
5636,6059052527,0.048,9.95548266,22.433,0.0,21355.17249,1521.94,13.8,4.47,3.59,25.7,7.3
5637,6001441100,0.035,8.69794377,5.803,0.23,127.7325543,585.95,45.14,5.15,8.23,16.2,9.0
5638,6085509102,0.035,10.37,22.393,0.07,333.0054956,1117.68,16.1,5.76,3.56,7.0,7.3
5639,6067009307,0.048,9.53630303,12.31,0.0,36.82947364,489.74,46.89,6.46,9.71,22.2,6.0
5640,6085504307,0.038,10.37,25.855,0.0,215.1965102,797.39,27.63,5.01,6.65,19.8,10.2
5641,6045010802,0.038,5.20706983,0.58,7.86,0.004433063,337.42,53.73,5.71,5.33,30.2,11.2
5642,6059052521,0.046,9.53630303,19.786,1.8,26170.64636,416.64,20.4,4.04,5.63,27.2,6.5
5643,6075015500,0.03,8.69794377,67.68,0.0,224.1262404,721.94,60.82,1.81,6.16,30.5,5.1
5644,6073019902,0.044,9.53630303,11.634,0.61,79.80370021,1719.99,35.74,4.32,5.09,42.2,3.2
5645,6101050603,0.048,8.69794377,11.696,4031.63,0.136318128,246.98,24.79,2.88,10.08,23.8,8.3
5646,6037574500,0.042,11.21,17.872,0.01,7724.938671,1997.57,26.95,4.03,7.08,18.6,6.9
5647,6001408200,0.03,8.69794377,19.832,0.0,372.9112952,362.81,170.91,8.16,8.64,38.2,9.8
5648,6065043823,0.068,10.79,9.257,0.47,351.8380566,742.48,44.17,3.52,11.96,20.5,3.3
5649,6037106643,0.06,10.37,14.342,0.0,395.319919,3198.51,51.4,3.7,7.41,11.7,5.9
5650,6073008901,0.04,10.37,17.063,0.0,170.5429387,813.77,38.32,4.44,3.43,24.8,9.6
5651,6037911001,0.062,5.34450672,0.682,167.88,117.9813605,296.86,50.06,3.19,9.49,44.1,7.4
5652,6081601603,0.03,8.69794377,20.08,0.0,105.937526,1917.74,42.48,4.95,6.5,13.6,5.3
5653,6073013504,0.042,11.63,6.622,0.0,144.2934258,772.82,63.25,6.16,6.55,19.9,7.5
5654,6035040304,0.051,4.57394147,0.675,0.0,1.2e-05,719.26,34.48,3.33,6.67,48.1,10.5
5655,6085502201,0.038,10.37,27.31,0.0,129.8384514,615.07,20.26,5.63,3.11,36.8,6.2
5656,6075040100,0.03,8.69794377,56.037,0.0,228.1255416,590.49,23.42,5.61,4.79,24.4,5.1
5657,6073017015,0.046,10.37,13.139,6.1,18.80430251,1527.57,17.82,6.36,5.32,14.0,5.3
5658,6037115101,0.057,10.37,15.685,0.0,523.2255708,1262.19,47.45,3.23,9.08,6.7,8.0
5659,6075033203,0.03,7.85958451,20.975,0.0,131.6358229,872.33,38.59,5.33,6.28,38.3,7.7
5660,6001450607,0.038,8.69794377,22.34,0.0,164.1522245,1076.82,28.59,5.33,7.89,20.9,6.3
5661,6037271400,0.046,12.05,29.296,0.0,1547.405302,936.15,30.19,5.29,5.95,14.9,11.1
5663,6073019001,0.053,7.44040487,2.416,3.03,129.8270879,682.96,30.39,4.14,6.63,31.3,4.5
5664,6009000121,0.053,6.13897494,0.665,0.71,33.78852842,266.43,31.08,2.4,10.49,28.7,3.8
5665,6081602600,0.03,8.69794377,17.778,0.0,108.3207096,878.94,36.24,6.36,4.87,17.9,5.4
5666,6059110109,0.044,11.21,12.41,0.0,7251.019276,644.37,26.61,6.86,7.33,23.0,5.8
5667,6029003204,0.062,15.82,4.454,4975.26,449.2066503,337.46,34.72,2.88,8.24,16.8,3.3
5668,6073004400,0.04,11.21,85.848,0.0,295.8554427,317.45,70.45,4.17,6.68,25.1,5.0
5669,6085512029,0.038,10.37,12.28,0.0,65.40007315,1095.11,49.76,5.55,8.4,10.7,3.3
5671,6037293301,0.042,11.63,19.097,0.0,7739.10456,677.97,36.22,3.17,6.05,20.8,7.8
5672,6111001001,0.05,9.1171234,0.686,4.22,16.74711305,152.51,27.78,6.85,5.31,31.7,13.5
5673,6085511915,0.038,10.37,12.614,0.0,70.30145911,603.25,38.14,3.61,6.87,51.5,5.6
5674,6083003102,0.038,4.50614746,0.911,232.24,0.690930941,359.23,47.95,4.03,9.12,22.3,6.3
