Census_Tract,Ozone,PM2_5,Diesel_PM,Pesticides,Tox_Release,Traffic
6071010017,0.065,7.85958451,10.904,0.01,265.6353647,1032.41
6073002710,0.04,10.79,21.983,0.0,201.2818967,479.4
6001433102,0.03,8.69794377,35.341,0.0,406.937473,589.8
6023010901,0.026,5.34450672,2.03,1.81,8.306891867,136.67
6073010015,0.035,14.99,21.873,0.0,2996.936137,8514.68
6001433600,0.033,8.69794377,18.874,0.0,418.9884644,2416.81
6037403600,0.057,11.63,16.483,0.0,6610.302025,1987.42
6075011700,0.03,8.69794377,107.433,0.0,257.59167,569.71
6085503703,0.038,10.37,26.24,0.0,225.1382951,2143.9
6037920030,0.065,10.37,20.07,0.0,36.01007522,906.12
6115040700,0.05,8.27876414,3.768,178.63,5.425762122,179.78
6085504802,0.035,10.37,19.629,0.0,498.264503,1638.52
6077005403,0.053,10.37,9.683,0.0,265.0722736,515.34
6065045704,0.062,7.85958451,8.164,110.68,1.320026948,435.18
6001437500,0.033,8.69794377,31.48,0.0,540.1129376,584.73
6071002034,0.065,12.89,33.37,0.0,6523.332603,1750.15
6073015301,0.046,11.21,11.07,0.0,132.7418968,824.68
6077005208,0.053,10.37,8.62,28.64,262.083566,410.76
6037271901,0.046,12.05,33.045,0.0,1674.54763,3418.13
6059076205,0.048,10.79,19.018,0.04,258330.1499,614.42
6037111201,0.06,10.37,18.303,0.0,422.2090299,2736.24
6037400304,0.06,11.63,21.115,15.76,4727.124612,362.49
6083002403,0.035,4.50614746,11.26,17.25,51.34624634,444.66
6065040611,0.062,13.73,36.111,0.0,4779.731077,311.63
6067002900,0.048,9.53630303,15.526,0.0,225.9886044,585.27
6067009320,0.048,9.53630303,17.803,0.0,39.91728899,1181.43
6029000903,0.062,18.76,14.0,0.0,12.89292587,291.52
6037900606,0.062,6.18286598,7.058,0.0,10.03115826,477.58
6029000904,0.062,19.18,18.2,0.0,15.88117422,433.4
6037141303,0.053,11.21,25.416,0.0,1033.535277,3690.25
6065040604,0.062,14.15,12.823,0.0,4431.358717,403.09
6037195902,0.048,12.89,29.34,0.0,3163.034795,963.64
6037109700,0.057,10.79,20.911,0.0,542.6607963,2663.59
6065040302,0.062,14.15,17.779,0.0,2825.038104,358.08
6059074006,0.046,10.37,18.852,0.1,15251.18541,804.85
6059075003,0.046,10.37,14.03,0.0,28126.98641,1035.73
6097151402,0.03,6.18286598,14.87,1.97,79.67816457,1524.7
6077003203,0.046,13.44,11.081,0.0,350.3649509,563.32
6071007410,0.068,11.63,14.14,0.0,521.6354742,997.52
6073004501,0.038,11.21,110.8,0.0,335.2831752,257.89
6059075512,0.048,10.37,21.235,0.0,63074.50079,2985.98
6037910201,0.062,6.18286598,7.651,0.0,7.718257196,868.18
6085500901,0.035,10.37,33.66,0.0,241.3865114,499.41
6059076102,0.046,10.79,29.67,0.0,80082.52168,2966.4
6031000601,0.062,16.66,13.204,101.86,184.3532687,502.52
6059110003,0.044,11.21,12.77,0.0,19959.20661,654.13
6073008800,0.042,10.37,28.368,0.0,162.614392,1963.6
6073010107,0.038,12.47,11.946,5.03,773.1006476,1130.97
6085503508,0.038,10.37,26.019,0.0,197.2780154,747.02
6077003208,0.046,12.75,10.531,1.05,290.6952358,590.4
6071011401,0.068,8.27876414,1.254,0.0,13.12780628,372.6
6059110010,0.044,11.21,12.77,0.0,11979.85613,736.46
6059063904,0.044,10.37,21.45,0.0,8782.728802,1681.45
6071012001,0.06,6.99383387,4.903,0.0,19.49041007,564.77
6067009103,0.051,9.53630303,15.641,0.0,109.6922862,1424.78
6065044103,0.068,8.27876414,17.694,0.0,129.0,956.37
6037272301,0.046,12.05,31.406,0.0,1738.451868,900.52
6111005003,0.044,9.53630303,10.892,66308.56,545.7235223,790.0
6053014107,0.035,5.34450672,3.452,1340.35,0.492703848,803.37
6061020908,0.053,8.27876414,9.853,0.65,46.80251552,435.51
6001438201,0.035,8.69794377,31.48,0.0,480.9854657,2628.42
6037125502,0.053,12.05,24.89,0.0,1434.370456,1763.11
6073020021,0.046,10.37,18.14,0.27,87.54212765,694.33
6073003208,0.04,11.21,17.912,0.0,344.7249114,822.52
6065042731,0.062,11.63,5.146,0.0,278.6074242,537.85
6059001902,0.046,11.21,22.77,0.0,7318.508293,1059.9
6081610203,0.033,9.53630303,17.601,0.36,145.8341666,516.97
6065043508,0.065,7.44040487,9.925,151.07,843.2872772,344.28
6057000502,0.057,5.34450672,2.658,0.21,0.037038388,358.25
6037405800,0.053,11.21,20.237,0.0,6056.953331,715.37
6065043601,0.065,7.85958451,10.182,1.85,367.6131653,379.93
6071009110,0.065,7.02122524,8.83,0.0,118.1724927,499.2
6073018504,0.042,9.1171234,17.66,1.88,42.86807293,1925.0
6037501802,0.046,12.05,8.11,0.0,7249.98202,720.38
6073002401,0.04,10.79,24.13,0.0,210.8360707,2387.7
6037601301,0.046,12.05,20.25,0.0,2395.472922,1063.97
6019005701,0.065,15.4,22.94,0.0,1700.226534,317.19
6085505203,0.035,10.37,42.609,0.0,288.2269952,1019.26
6019005405,0.065,15.4,35.149,0.06,2216.176456,523.02
6097151401,0.03,6.18286598,17.064,3.37,69.9332985,835.12
6059088107,0.046,11.21,12.173,0.0,20302.9205,600.31
6019004210,0.06,15.4,20.32,0.0,2929.049429,383.16
6073021100,0.051,9.49806853,0.487,2.08,84.4064808,159.81
6001423100,0.03,8.69794377,33.688,0.0,587.2694294,536.16
6037119341,0.057,11.21,18.43,0.0,670.4491122,973.63
6067007402,0.051,9.1171234,11.58,0.0,79.28931575,502.58
6001440308,0.035,8.69794377,13.563,0.0,233.4299601,579.56
6037192410,0.048,12.89,36.19,0.0,2394.842357,1437.95
6111005205,0.044,9.53630303,9.742,28963.81,103.8087893,2038.19
6037143604,0.053,12.05,20.95,0.0,1459.338881,2039.72
6071007904,0.068,10.79,3.596,1.47,328.0496898,322.05
6025012302,0.053,7.12096238,1.175,498.91,1.75319686,305.6
6001440307,0.035,8.69794377,36.905,0.0,306.1615902,2092.91
6099003905,0.057,12.89,10.637,55.94,403.7900444,125.89
6073013802,0.042,11.21,18.37,0.39,151.5454896,1410.19
6067000400,0.048,9.53630303,29.019,0.0,6796.037486,1020.58
6073020029,0.046,10.37,19.156,0.79,115.135661,1271.3
6065043513,0.065,7.44040487,7.663,536.74,465.951133,165.09
6073002709,0.04,10.79,24.13,0.0,203.6269108,626.91
6037900501,0.062,6.18286598,8.074,0.0,9.401918567,697.1
6073013907,0.042,11.63,12.483,0.0,166.6491959,833.2
6099000101,0.053,11.36,1.221,156.77,591.5132281,140.16
6039000102,0.06,9.53630303,0.323,0.41,69.23001572,156.17
6071010016,0.065,7.44040487,11.191,0.0,206.6014689,760.8
6037576801,0.042,11.21,13.13,0.0,8744.536544,764.43
6089012301,0.044,6.18286598,5.21,1.39,8.170399104,253.67
6095251400,0.035,7.85958451,14.748,0.0,1466.280505,975.1
6059088201,0.046,11.21,11.17,0.0,17654.19535,688.27
6073002201,0.04,10.37,24.13,0.0,200.357872,1581.55
6037501503,0.046,12.05,17.952,0.0,9898.513923,396.51
6045011300,0.038,4.50614746,1.099,6.49,0.033755764,233.65
6001443002,0.035,9.53630303,37.65,0.0,197.3605968,535.88
6067001400,0.048,9.53630303,30.4,0.0,1901.040151,966.44
6037297602,0.042,11.21,51.223,0.0,4734.63399,369.17
6065044404,0.065,6.60204561,0.802,0.4,336.8430482,103.35
6001406300,0.03,8.69794377,38.782,0.0,338.0668578,468.88
6037216401,0.048,12.05,28.608,0.0,1732.60592,1580.31
6013374000,0.03,8.27876414,45.231,0.0,1110.170792,515.21
6037900607,0.062,6.18286598,7.565,0.0,9.753644857,647.72
6085503118,0.038,10.37,26.819,0.0,169.7187433,1054.06
6001444602,0.035,9.53630303,30.12,61.08,189.6658221,1431.83
6023010800,0.026,5.34450672,1.246,0.09,6.120077103,265.37
6037406601,0.053,11.21,20.66,0.0,9787.301267,778.8
6071009112,0.065,7.02122524,11.97,0.0,107.6813018,701.21
6067009900,0.046,9.1171234,5.08,277.49,56.52171877,565.85
6019004602,0.062,15.4,38.824,0.0,2365.752977,633.2
6071011002,0.068,10.79,1.069,0.0,713.0439239,293.81
6053014000,0.035,5.34450672,14.404,0.0,0.323759106,618.53
6037269904,0.046,12.05,33.28,0.0,1654.784123,2544.25
6075061100,0.03,8.69794377,124.691,0.0,261.236277,590.81
6067006004,0.051,9.53630303,20.68,0.0,129.6629578,723.1
6097152802,0.03,6.18286598,21.68,0.12,48.17784198,1273.27
6073013906,0.042,11.21,16.554,0.12,161.2249523,1599.96
6081602000,0.03,8.69794377,21.178,0.02,130.0922586,285.55
6011000100,0.046,7.44040487,2.871,621.15,0.219121369,113.21
6101050701,0.05,8.27876414,7.181,1356.08,0.006668284,371.7
6067009111,0.05,9.53630303,12.826,0.16,306.6922414,789.45
6037141304,0.053,11.21,15.319,0.0,1044.392425,3015.7
6001433800,0.033,8.69794377,31.2,0.0,389.438679,1602.67
6065046602,0.06,13.73,28.788,0.0,4534.514425,497.88
6037431900,0.051,11.21,11.411,0.3,4616.478855,731.35
6053011204,0.042,4.50614746,3.083,1092.58,0.001442471,184.5
6037106642,0.06,10.37,19.946,0.0,419.5997238,2440.45
6037111302,0.06,10.37,15.401,0.0,502.9503648,1175.49
6037134306,0.057,10.37,10.627,0.0,377.5617997,1195.52
6001409800,0.03,8.69794377,25.066,0.0,390.2221487,2232.32
6089012102,0.046,6.18286598,8.336,35.53,7.804138561,327.22
6001436601,0.033,8.69794377,22.444,0.0,470.5555162,710.6
6067008133,0.051,9.53630303,17.45,0.0,66.4938309,698.55
6059099229,0.044,10.79,13.68,12.07,10717.47684,1424.7
6073003115,0.04,11.63,10.439,0.0,273.2111887,301.68
6037920034,0.062,9.53630303,15.977,0.0,26.08722202,462.14
6037401800,0.06,12.05,18.456,1.65,4448.6093,1266.28
6001405500,0.03,8.69794377,52.053,0.0,341.3077428,264.6
6037139503,0.057,10.37,19.66,0.0,569.1802017,3707.67
6067007415,0.051,9.1171234,16.723,0.0,71.50316421,2806.41
6071010009,0.065,7.02122524,11.809,0.0,197.0444953,1378.94
6037300902,0.051,11.63,12.86,0.0,2059.77539,3307.59
6073002712,0.04,11.21,13.864,0.0,211.0694245,1586.1
6029003600,0.06,14.67,4.839,0.0,1275.774507,241.01
6037272202,0.046,12.05,27.49,0.0,1679.244254,904.25
6101051000,0.048,8.27876414,4.849,2240.01,5.355761952,147.59
6037183401,0.05,12.05,21.83,0.0,2818.13657,892.19
6037554517,0.044,11.21,17.85,0.0,5715.675959,1196.87
6053010505,0.033,5.34450672,8.961,20388.03,1.455110855,567.09
6037211704,0.048,12.89,29.76,0.0,2641.042184,1309.93
6001433104,0.03,8.69794377,37.56,0.0,453.7895242,239.1
6007003600,0.05,8.27876414,3.93,278.62,14.74124973,92.05
6059088403,0.046,11.21,16.878,0.0,56851.54581,797.44
6069000200,0.038,4.92532709,4.423,1154.97,3.046520628,579.76
6107002004,0.06,17.08,16.64,0.03,478.9767116,406.47
6025011801,0.055,7.85958451,9.163,623.42,177.0584918,347.92
6001407000,0.03,8.69794377,38.37,0.0,352.526516,1393.73
6059075404,0.048,10.37,28.385,0.0,41357.12595,930.33
6029000905,0.062,19.18,18.2,0.0,18.4783716,379.04
6037701602,0.046,12.05,22.24,0.0,1293.964463,1282.17
6001407101,0.03,8.69794377,38.37,0.0,340.5029885,392.75
6037119201,0.057,11.21,18.43,0.0,666.2319547,854.72
6071007903,0.068,11.63,5.847,0.09,398.3537661,277.83
6055200201,0.035,7.85958451,15.98,0.08,894.8564337,543.31
6019005407,0.065,15.4,27.18,53.01,2054.003329,671.12
6037137201,0.057,10.37,18.93,6.47,397.5700539,1719.1
6071010022,0.065,7.85958451,2.052,6.75,221.8010004,207.31
6037102103,0.055,12.05,18.907,0.0,1110.389158,1577.74
6037101220,0.053,11.21,9.081,0.0,994.5661048,1159.13
6067005201,0.048,9.53630303,18.06,0.0,272.4958867,1488.9
6029003123,0.065,18.76,18.845,0.0,512.1428807,344.93
6067005904,0.051,9.53630303,12.08,0.0,116.982204,693.86
6065041003,0.062,13.73,8.343,0.0,3644.094597,568.42
6059075504,0.048,10.37,23.663,0.01,37484.43749,1644.69
6065040807,0.06,13.73,39.821,0.0,4699.8187,327.15
6037128802,0.053,11.21,25.49,0.0,1000.355223,1132.87
6059075513,0.048,10.37,22.49,0.0,57234.51342,3723.47
6037194500,0.048,12.05,24.367,0.0,1731.391547,1518.41
6007000903,0.048,9.53630303,13.737,13.26,8.926181665,596.58
6037183222,0.05,11.63,18.4,0.0,2770.963172,1219.34
6067002800,0.048,9.53630303,17.813,0.0,226.2180763,528.27
6065045213,0.062,7.85958451,13.412,116.84,0.217404671,539.46
6059062610,0.046,9.95548266,25.869,0.07,16367.11459,1945.67
6029002819,0.065,18.76,22.55,0.0,339.9638398,577.8
6037401312,0.06,11.63,17.874,0.0,4887.375612,1146.68
6037462001,0.051,10.37,26.26,0.0,2587.822536,679.13
6001408600,0.03,8.69794377,29.603,0.0,386.3642715,348.72
6037189600,0.051,12.05,24.759,0.0,2032.360851,2784.62
6065043506,0.065,8.27876414,13.918,101.06,669.6536061,487.72
6067007602,0.051,9.53630303,7.838,0.0,82.71088571,849.57
6001422200,0.03,8.69794377,30.957,0.0,775.3785431,506.81
6103000500,0.05,6.18286598,4.917,0.1,0.124302551,253.93
6109002100,0.055,5.30419082,0.212,0.54,0.062747515,170.79
6111000701,0.048,9.53630303,3.426,11.66,26.11775123,464.2
6037550602,0.046,12.05,21.243,0.0,6952.219175,967.42
6029005300,0.057,5.76368635,3.626,0.0,0.829466811,218.91
6005000303,0.053,7.83402423,1.327,4.23,19.66227457,259.33
6067009322,0.048,9.53630303,12.081,0.0,40.19722123,979.42
6037408624,0.048,12.05,10.773,0.13,9200.839576,1439.44
6065043512,0.065,7.44040487,10.479,3.68,511.8270793,278.81
6013383000,0.03,8.69794377,19.498,0.0,708.8450181,1738.42
6095252607,0.04,7.85958451,25.18,0.0,675.498491,472.08
6079011103,0.035,7.62413614,7.974,65.53,10.88647645,845.93
6041112201,0.03,7.44040487,15.2,0.0,354.6928498,298.77
6073002703,0.042,10.79,14.42,0.0,179.3875201,732.91
6007000604,0.048,9.53630303,12.449,1.62,9.421785231,432.43
6065043820,0.065,9.1171234,11.77,0.0,128.4896411,1733.77
6081601200,0.03,8.27876414,20.78,0.63,119.908393,1646.2
6071008602,0.068,9.95548266,5.363,13.85,260.9848786,326.89
6071012103,0.068,8.27876414,0.495,0.0,62.75016165,82.62
6013328000,0.038,7.85958451,15.339,0.0,1002.674926,755.03
6037183402,0.05,12.05,21.83,0.0,2587.003139,824.69
6073003003,0.04,11.21,11.259,0.0,206.1962323,1618.11
6037482201,0.048,12.05,23.161,0.0,7037.047568,699.12
6085503707,0.038,10.37,32.407,0.0,299.1307538,644.63
6097153808,0.033,7.66834492,11.386,5.33,32.01822747,717.16
6111001507,0.044,9.53630303,18.55,1065.01,108.3021127,1310.4
6059089107,0.046,10.79,16.881,0.0,40888.47246,2150.51
6073002705,0.04,11.21,19.954,0.0,214.7077777,449.98
6037900104,0.065,5.34450672,0.8,3381.61,10.4856917,153.56
6067007802,0.051,9.53630303,6.178,0.0,65.4272751,948.74
6065042715,0.057,10.79,10.06,0.0,251.3479439,1318.06
6081604102,0.03,8.69794377,23.46,0.0,109.5769912,1522.79
6089010100,0.042,6.18286598,20.229,0.0,13.25385101,432.42
6073013203,0.038,11.63,12.52,0.0,1010.998264,680.32
6065045501,0.062,8.69794377,10.427,0.0,0.346209695,384.98
6037570702,0.042,11.21,18.983,0.0,5301.614658,508.08
6067008131,0.051,9.1171234,17.45,0.0,58.80290761,1642.29
6085503708,0.038,10.37,28.4,0.0,274.918672,1723.3
6077001200,0.046,13.44,18.46,0.0,490.4732129,753.25
6037481902,0.048,12.05,23.093,0.0,6988.648171,2726.64
6037134302,0.057,10.37,10.42,0.0,354.2055182,801.14
6059110607,0.046,11.21,28.343,0.0,6163.267654,920.3
6059063908,0.046,10.37,21.45,0.0,11290.44978,3298.5
6001410200,0.03,8.69794377,29.22,0.0,414.5896171,242.09
6059021802,0.05,11.63,23.105,7.88,11890.50793,520.23
6001440200,0.035,8.69794377,13.23,0.0,352.2321835,647.57
6001402900,0.03,8.69794377,54.34,0.0,342.8772537,294.2
6037406402,0.053,11.21,20.048,0.0,8875.968665,685.32
6095253402,0.042,8.27876414,7.896,230.35,132.8841243,562.34
6087122300,0.038,6.18286598,6.556,31035.31,3.321133811,609.17
6071004503,0.068,12.05,20.104,0.0,1069.659516,1236.53
6085502001,0.035,10.37,35.934,0.0,159.5737438,1687.59
6013372000,0.03,8.27876414,32.93,0.16,1032.280997,562.97
6037101400,0.053,11.63,7.506,0.0,1009.099003,1782.88
6059099212,0.044,11.21,21.76,0.04,9874.354412,970.1
6037296300,0.042,11.21,36.576,0.0,6183.434135,982.18
6083002702,0.038,4.50614746,4.844,340.06,3.999220191,284.48
6019005514,0.065,15.4,23.765,0.0,1917.940579,627.86
6073012002,0.04,11.21,20.811,0.0,419.7048621,1460.8
6053000103,0.033,5.34450672,9.23,10261.24,0.991675974,508.74
6059099906,0.044,11.21,20.526,715.65,13130.10438,2720.23
6065043306,0.062,8.27876414,11.72,0.0,38968.42825,538.2
6037212702,0.048,12.89,29.76,0.0,2453.213816,1535.46
6001440331,0.033,8.69794377,19.745,0.0,442.1275744,472.61
6033000801,0.04,4.50614746,3.156,0.55,0.01191954,228.43
6001436700,0.033,8.69794377,47.26,0.0,465.446104,2538.34
6073020207,0.048,10.37,18.22,0.0,20.96027715,612.46
6037550902,0.046,12.05,19.122,0.0,6717.339824,1102.87
6013302008,0.044,7.85958451,10.356,7.24,127.1090458,277.89
6005000401,0.053,5.93167704,0.6,0.72,6.710101826,333.63
6053011304,0.04,4.50614746,1.25,530.05,0.027731748,97.7
6037401202,0.06,11.21,22.59,0.17,4394.876461,1762.42
6037551201,0.044,12.05,17.62,0.0,6287.381156,828.0
6085504322,0.035,10.37,37.024,0.0,508.1563242,645.49
6073020202,0.048,10.37,18.308,0.0,23.5820157,777.59
6059074110,0.046,10.37,12.54,0.0,15489.30907,631.5
6085512402,0.04,7.85958451,4.089,209.13,10.2332386,752.96
6001437701,0.035,8.69794377,31.48,0.0,446.8926463,650.5
6065031200,0.065,12.05,24.54,1.24,2828.402531,1164.81
6083002306,0.035,4.50614746,13.339,37686.23,72.3362637,423.89
6067007801,0.051,9.53630303,8.212,0.0,57.1224497,1046.52
6037480101,0.051,11.21,13.398,3.38,4529.415785,871.2
6037920036,0.065,9.95548266,20.07,0.0,32.39888912,975.66
6085508800,0.035,10.37,24.94,0.19,375.9140321,637.32
6053010501,0.035,5.34450672,1.852,7120.21,1.916936052,612.57
6081607400,0.033,8.69794377,20.564,13.3,173.2228879,1015.28
6085509000,0.035,10.37,22.614,0.01,411.0849141,1581.6
6113010608,0.044,7.85958451,6.586,1.56,46.49530839,1174.4
6037700400,0.048,12.05,18.617,0.0,1621.200147,1012.51
6085500200,0.035,10.37,45.369,0.0,359.3540949,1054.33
6037195100,0.048,12.89,29.34,0.0,3101.1741,597.83
6037109800,0.057,10.79,19.32,0.0,551.7675091,2396.64
6071002109,0.062,13.31,53.18,17.6,8155.173363,2422.8
6071010020,0.065,7.85958451,11.744,0.0,221.7481714,388.43
6053014202,0.035,5.34450672,5.054,164.49,0.618090537,595.61
6065045217,0.062,7.85958451,15.679,0.82,0.235074546,756.57
6095252611,0.04,7.85958451,24.555,0.0,605.4966999,378.4
6059011401,0.046,11.21,24.603,0.0,8665.17469,1228.94
6065043810,0.068,9.53630303,22.986,0.07,224.2852733,818.63
6037482102,0.048,12.05,23.09,0.0,8204.892874,1087.16
6065043311,0.065,7.02122524,7.895,8.36,1732.091805,269.04
6053010608,0.033,5.34450672,11.833,24.41,0.883078912,487.97
6067003501,0.046,9.53630303,16.174,0.0,154.1695464,460.99
6067007204,0.05,9.53630303,7.373,0.0,150.895658,337.11
6059110011,0.044,11.21,12.77,0.0,10394.05709,819.29
6065040701,0.06,13.73,19.294,0.01,4402.043326,843.95
6029003807,0.062,18.76,20.19,0.0,565.1521715,640.47
6037111100,0.06,10.79,22.91,0.0,488.4355609,1698.57
6023000100,0.026,6.18286598,6.574,0.0,12.28202033,1010.55
6059021814,0.048,11.21,13.248,116.52,10541.43579,1368.46
6075012302,0.03,8.69794377,106.3,0.0,232.854553,686.51
6037650004,0.044,12.05,22.51,0.0,8923.51907,707.39
6107001901,0.06,17.08,17.771,0.36,535.5100818,487.89
6001410400,0.03,8.69794377,29.22,0.0,442.9156289,212.59
6037106020,0.06,11.21,10.695,0.0,492.511261,1420.66
6073015701,0.046,11.21,13.616,0.0,132.4376242,532.13
6037111202,0.06,10.37,16.772,0.0,442.7721149,828.32
6037501900,0.046,12.05,12.179,0.0,6302.674417,682.89
6073008702,0.042,9.95548266,32.139,0.0,161.3260529,2301.87
6067009408,0.048,9.53630303,5.986,36.77,21.62894887,636.12
6059052411,0.05,8.69794377,22.939,0.01,3654.491061,2545.06
6067005510,0.05,9.53630303,17.354,0.0,220.7364483,1085.71
6037183510,0.048,12.05,19.751,0.0,3009.729385,563.0
6037910401,0.062,6.18286598,4.506,0.0,8.971717334,916.64
6073018603,0.042,9.1171234,11.451,0.0,47.23851497,979.92
6037401701,0.06,12.05,15.14,1.08,4387.104028,1250.28
6001451501,0.04,8.69794377,22.358,74.31,108.4305058,410.79
6053010804,0.038,4.92532709,2.172,1279.17,0.112529043,444.0
6037109604,0.057,11.21,20.981,0.0,568.2609156,2131.01
6037137104,0.057,10.37,30.48,37.21,427.5793194,2330.15
6065046401,0.055,9.1171234,0.785,0.0,721.7882914,406.01
6037311200,0.055,12.05,24.89,0.0,1446.489258,1011.06
6077004106,0.046,11.38,5.071,588.29,93.43846891,418.53
6083002705,0.038,4.50614746,5.718,717.08,4.958793279,344.47
6085505006,0.035,10.37,38.082,0.0,494.9131085,1651.63
6059087704,0.046,11.21,12.127,3.33,13504.72852,956.96
6067009112,0.051,9.53630303,7.496,0.03,142.1313425,642.61
6053011302,0.038,4.50614746,17.22,889.4,0.0,39.41
6067007020,0.048,9.1171234,18.395,40.19,345.8363586,1135.48
6085504805,0.035,10.37,17.0,0.0,425.065845,1185.24
6067005202,0.05,9.53630303,14.941,0.0,298.9794254,2024.49
6071009114,0.065,7.02122524,8.143,0.0,95.51253685,645.94
6073015000,0.044,11.21,22.28,0.0,111.833212,1371.59
6113010501,0.044,7.85958451,8.457,232.06,47.5414953,605.79
6037920038,0.062,9.53630303,21.25,0.0,26.93249739,718.1
6013336201,0.038,7.85958451,17.827,0.0,894.202516,2014.42
6053001400,0.033,5.34450672,25.04,479.4,0.730490063,605.31
6055200804,0.035,7.85958451,15.98,0.37,881.4595997,656.12
6073018700,0.046,8.27876414,2.708,13.41,108.4048288,2394.83
6111001301,0.044,9.53630303,8.213,1683.26,98.86685032,553.93
6037128500,0.053,11.21,25.49,0.0,1024.381772,857.89
6085503504,0.038,10.37,26.13,0.0,195.353283,746.2
6025011803,0.055,8.69794377,7.501,265.33,281.1778667,510.51
6107002006,0.06,17.08,12.5,1633.74,540.6001585,757.43
6037900805,0.062,6.18286598,8.035,0.0,8.853041029,635.72
6037404000,0.055,11.21,18.16,0.0,4866.459467,1943.54
6073002711,0.042,11.21,14.42,0.0,193.8026072,278.78
6037181300,0.05,12.05,21.83,0.0,2250.0,2449.15
6037111301,0.06,10.37,15.309,0.0,482.3965421,1084.52
6111000500,0.048,9.53630303,2.643,2971.07,31.37283063,554.12
6101051100,0.051,8.27876414,3.574,333.02,46.08391107,105.54
6037111205,0.06,10.37,13.44,0.0,483.0604005,1333.56
6037217001,0.048,12.05,22.77,0.0,1685.019269,1520.55
6001441700,0.035,9.1171234,27.257,0.0,141.0604092,1230.06
6037406000,0.055,11.21,19.444,0.0,6209.554932,604.97
6059088302,0.046,11.21,13.82,0.0,30675.38,567.26
6037406300,0.055,11.21,18.118,0.0,8880.0,1612.83
6067009107,0.051,9.53630303,16.37,0.0,124.4889116,1822.18
6037554802,0.044,11.21,23.169,0.0,5812.930943,530.28
6095251701,0.035,7.85958451,12.09,0.0,1565.572759,471.05
6085505301,0.035,10.37,33.534,0.0,331.3126146,672.98
6065045705,0.062,7.85958451,8.8,2.69,0.736717568,278.66
6073018516,0.042,9.53630303,16.12,10.53,45.3709051,591.11
6013386000,0.03,8.69794377,14.31,0.0,804.6372748,1321.04
6037137501,0.057,10.37,30.48,0.0,463.2737115,2782.16
6037195400,0.048,12.89,29.34,0.0,3166.727164,940.46
6001408500,0.03,8.69794377,27.639,0.0,396.9342533,399.03
6065040613,0.062,13.73,37.1,0.0,4607.025986,383.19
6001406601,0.03,8.69794377,37.272,0.0,354.88834,1476.8
6037481714,0.048,12.05,23.09,0.0,6809.829298,811.21
6107003501,0.065,15.4,5.294,2676.41,32.74204073,238.18
6037195500,0.046,12.89,29.34,0.0,3579.156239,923.97
6071002033,0.065,12.89,30.191,0.0,4560.660067,1351.11
6097150901,0.033,6.18286598,17.16,0.19,1649.756439,1145.66
6037463200,0.053,10.37,13.047,0.0,3386.835202,531.55
6059099703,0.044,11.21,22.361,8.44,13322.95062,2104.3
6097153001,0.03,6.18286598,24.672,0.0,53.10488644,1218.62
6085504002,0.038,10.37,24.709,0.0,233.9309717,1341.09
6065042619,0.065,12.47,9.01,0.0,391.8773858,396.52
6011000300,0.046,7.02122524,1.529,212.19,5.273413248,133.34
6037301000,0.051,12.05,16.39,0.0,1933.758453,2090.45
6013313103,0.038,7.85958451,11.286,0.0,668.9458125,406.05
6037403401,0.053,11.63,24.76,0.0,13567.46615,438.0
6067008135,0.053,8.69794377,15.69,0.0,47.64410963,991.34
6037267502,0.046,12.05,29.39,2.74,1327.388204,1349.2
6059075816,0.048,10.79,10.247,0.0,47698.16273,820.52
6037403402,0.053,12.05,44.224,0.0,20754.80923,412.75
6065046402,0.057,10.37,2.479,0.0,562.7345934,285.25
6059099234,0.044,11.21,22.225,1.01,10421.43406,1526.18
6029005600,0.062,6.72771315,2.917,0.0,26.26829169,187.63
6067003102,0.048,9.53630303,14.672,0.0,142.4914474,637.18
6073012003,0.04,11.21,20.06,0.0,402.9971535,1157.14
6115040800,0.051,7.85958451,3.23,586.22,2.063699259,366.65
6085512100,0.04,9.53630303,5.724,339.97,39.13752696,936.78
6013356001,0.033,7.85958451,13.911,0.0,1276.927393,994.23
6103000100,0.051,6.60204561,0.636,50.36,0.316940818,64.58
6059110401,0.046,11.21,24.653,3.16,6477.536362,2864.61
6089012701,0.048,5.06997632,0.417,3.07,0.04678412,120.11
6073010112,0.038,13.31,10.52,0.0,714.94429,1251.51
6107001800,0.06,17.08,17.748,0.0,616.5398216,595.32
6077004204,0.048,8.69794377,15.67,0.44,174.3491296,394.29
6033000802,0.04,4.50614746,3.419,2.12,0.012101624,235.64
6059099250,0.044,11.21,22.207,0.57,10513.41089,2132.64
6097152100,0.03,6.18286598,21.055,0.1,48.7545532,1546.3
6065044300,0.068,7.44040487,2.001,0.0,91.70067549,900.85
6037650602,0.044,12.05,15.61,0.0,16107.78034,922.76
6065042412,0.068,12.47,5.12,0.0,489.7993317,386.66
6075012202,0.03,8.69794377,67.68,0.0,227.1594334,851.98
6067007416,0.051,9.1171234,13.978,0.0,73.46262511,706.3
6073010104,0.038,13.31,2.758,6.25,593.0633968,965.73
6073016804,0.046,11.21,7.117,0.0,82.07163074,488.62
6065041910,0.06,12.47,12.402,0.18,3032.908841,1654.41
6067007019,0.048,9.1171234,28.85,0.0,261.9172385,1507.16
6067003502,0.048,9.53630303,15.816,0.0,126.8862737,457.87
6103000600,0.05,6.18286598,9.538,24.67,0.128490821,312.89
