Census_Tract,Asthma,Low_Birth_Weight,Cardiovascular_Disease,Poverty,Unemployment,Traffic
6059001401,53.99,4.68,9.62,36.3,5.7,984.14
6037139402,43.02,6.0,7.63,18.6,9.2,2792.67
6073003111,98.55,6.38,7.79,55.0,15.6,378.84
6037117101,74.68,4.21,8.4,32.9,12.7,842.61
6095252702,98.35,4.29,10.91,24.1,10.8,538.08
6073006100,54.26,3.8,8.43,27.7,6.9,1298.53
6081600800,56.11,6.69,8.94,40.2,7.3,1148.63
6095252501,119.73,4.28,12.6,53.9,16.8,456.64
6037404100,53.15,3.86,7.52,41.1,9.4,2136.31
6037543601,60.31,5.36,9.96,18.4,14.2,1407.27
6077005001,48.34,3.62,9.67,26.4,7.8,1065.02
6075025800,58.91,2.65,7.64,40.6,9.3,1781.25
6111002800,40.71,3.83,7.18,19.1,6.5,1288.48
6101050403,40.59,4.45,12.26,23.7,10.6,264.52
6037124500,57.53,2.43,14.06,25.5,9.8,743.82
6085512017,41.02,5.3,7.31,37.2,7.2,1558.81
6113010800,53.58,3.01,8.87,52.9,14.2,387.93
6029006004,45.51,1.96,12.59,52.3,12.9,245.98
6065042408,59.49,4.47,9.74,41.8,12.5,518.1
6065941500,59.73,6.71,13.77,34.5,13.0,182.51
6085503337,40.54,5.61,8.72,28.1,15.0,1476.86
6037554406,41.15,6.11,6.48,34.4,4.6,3722.96
6067007423,77.57,5.09,8.18,64.5,17.6,664.54
6025011201,59.71,3.17,9.0,25.0,13.7,648.49
6037269903,39.08,4.19,9.19,29.9,7.8,1100.63
6005000304,68.22,3.97,12.16,29.8,14.4,172.33
6071000103,27.03,5.99,8.07,18.3,7.5,1044.02
6071008901,36.23,4.79,13.19,47.0,20.5,77.99
6073020214,28.12,3.75,5.21,81.8,12.6,690.4
6059011101,37.83,5.17,6.16,44.4,7.5,3711.0
6065041702,32.15,5.32,10.14,38.8,4.9,437.26
6037189905,28.41,4.23,9.34,26.6,15.3,1429.29
6037101210,43.41,4.89,10.81,55.6,9.5,1042.22
6111000304,31.69,5.75,9.57,57.4,11.0,221.28
6037124400,34.51,4.75,7.45,29.8,8.4,762.08
6037403317,40.62,5.21,6.62,18.2,9.1,1117.14
6067009503,41.45,5.59,9.34,51.0,17.1,885.88
6073006500,32.93,4.27,6.55,42.8,11.0,1632.56
6037480804,27.18,5.25,5.3,31.3,8.3,676.96
6037301203,35.16,4.11,8.37,28.3,7.5,458.03
6037267600,19.57,5.03,6.66,30.5,7.7,1899.1
6099000911,60.27,2.93,12.07,42.3,12.0,719.49
6085503111,51.15,4.32,9.82,39.0,8.0,3082.6
6029005203,49.0,4.55,16.78,51.5,14.8,201.05
6075012402,70.86,8.28,5.22,41.6,5.3,780.95
6065040813,28.35,4.51,8.71,20.9,7.2,1109.83
6037123601,33.69,3.71,7.75,31.5,7.4,1012.16
6095252102,58.3,4.84,8.56,23.4,12.0,841.74
6071002307,36.77,4.53,8.79,43.1,19.3,585.66
6037403902,47.47,5.85,7.14,32.6,10.8,1263.61
6037400603,65.27,5.37,8.97,20.0,7.8,286.17
6037276100,39.5,4.7,7.72,32.5,7.4,2531.58
6059088702,37.04,4.02,9.02,54.3,6.8,1987.0
6037480302,34.87,4.2,6.47,37.0,4.7,869.4
6107001005,55.93,2.74,9.21,24.3,7.2,574.16
6037481711,20.25,4.64,3.66,55.5,10.4,761.16
6037406412,39.95,6.45,7.99,13.5,9.6,630.93
6067007601,84.3,4.37,7.07,30.5,16.1,760.77
6111004304,43.34,6.03,7.26,34.2,15.8,359.89
6077003214,58.94,7.44,8.36,25.2,12.7,1652.45
6077004600,24.89,4.79,7.19,29.7,9.8,522.42
6037310900,44.44,4.12,6.62,17.0,3.8,1064.11
6095252317,102.81,6.34,11.25,5.4,5.4,508.65
6037106403,56.71,5.51,6.94,47.7,9.5,732.97
6037131900,74.19,2.34,10.44,25.9,8.5,808.66
6037401311,36.96,3.46,7.35,23.2,8.8,1139.04
6047001101,154.17,3.95,16.35,37.3,11.7,324.21
6077003108,39.06,4.08,8.95,44.2,18.9,2030.17
6037463102,25.33,5.3,5.65,18.1,10.7,1239.77
6037900507,128.7,7.93,15.83,58.3,11.7,362.83
6067001700,69.08,3.6,7.74,37.2,9.7,1772.06
6037311000,38.07,5.88,6.7,19.2,3.1,992.5
6065043702,56.98,5.52,13.31,53.7,14.9,138.57
6037197410,36.15,4.41,5.21,24.0,4.9,2246.32
6071010015,69.09,5.85,12.69,56.7,15.0,440.19
6037408005,37.05,4.74,7.49,18.1,6.3,745.86
6037651001,54.64,4.19,6.61,26.1,10.1,659.71
6073011902,62.23,6.79,7.19,32.5,14.1,1237.74
6037555104,41.0,5.08,6.36,35.5,11.0,490.31
6065043509,75.51,5.61,15.45,45.1,11.9,324.0
6067008129,66.2,4.85,11.02,48.7,12.1,2213.55
6075980501,39.76,8.56,5.17,55.0,23.6,253.42
6073002202,80.83,5.36,9.97,76.3,10.4,1189.53
6065051300,53.54,4.11,11.49,43.0,9.6,453.72
6073013312,68.62,5.47,8.85,22.4,5.8,1680.49
6001440333,77.69,4.98,10.48,13.8,6.5,1413.64
6059099410,35.69,4.28,7.81,39.4,11.9,979.42
6077005004,46.54,4.96,9.23,22.1,3.8,1289.99
6071010804,111.09,5.15,13.44,50.3,11.9,122.61
6037117102,54.21,5.06,5.91,46.3,13.0,643.9
6067009618,55.64,7.69,10.64,30.5,9.4,787.0
6013336101,112.23,5.83,8.4,61.9,13.8,586.79
6059088701,49.89,4.44,10.49,49.3,9.9,651.61
6059075805,30.16,4.78,5.7,42.8,7.9,2779.28
6037553300,71.62,4.07,10.17,42.8,7.1,678.79
6085504410,25.53,6.25,6.54,27.9,7.9,1197.1
6083002404,44.62,6.13,3.9,79.9,10.9,520.33
6001437600,98.66,4.29,13.78,43.3,14.0,2312.04
6037405400,39.81,4.34,7.42,19.3,14.0,461.77
6037650605,28.34,5.49,6.44,27.3,9.1,790.0
6085504001,53.37,5.28,9.24,30.3,11.4,785.5
6103001000,58.33,5.8,13.81,43.7,9.0,85.08
6001438300,116.22,5.3,14.23,35.3,11.9,1763.82
6037111400,50.36,6.08,6.77,26.9,9.2,1053.64
6107001502,36.73,3.7,7.71,58.0,11.3,322.9
6029003303,40.2,3.75,9.76,51.1,17.5,145.83
6067008911,46.94,7.91,8.14,63.9,21.6,718.77
6037135102,35.51,5.73,6.69,23.8,10.2,994.31
6107002007,51.84,3.47,7.69,30.4,7.7,645.85
6065046404,30.71,4.32,10.52,45.5,12.0,1132.72
6071009906,87.54,6.59,17.31,41.4,15.8,994.08
6099000907,74.25,2.63,9.77,24.1,7.7,980.79
6029005506,65.72,4.04,13.36,34.0,10.2,182.6
6037403801,52.27,5.67,8.84,27.5,15.8,538.88
6059099242,26.79,6.73,5.94,25.6,8.8,1618.77
6111000600,42.33,3.55,8.4,66.8,9.7,432.04
6037106603,46.16,5.51,6.64,11.4,8.6,3209.36
6081601601,58.37,5.65,5.56,27.7,6.6,980.11
6085512401,40.89,6.59,7.76,18.6,6.1,583.44
6059087105,37.78,5.11,7.06,32.4,4.5,3448.32
6071010017,40.88,6.11,9.28,30.7,13.5,1032.41
6073002710,80.83,5.95,9.97,63.4,7.5,479.4
6001433102,107.19,4.63,10.74,20.2,5.2,589.8
6023010901,105.57,5.68,12.5,51.1,6.4,136.67
6073010015,35.7,3.39,5.56,26.8,5.9,8514.68
6001433600,59.16,6.02,9.09,31.2,10.4,2416.81
6037403600,37.97,5.4,6.23,20.4,12.8,1987.42
6075011700,28.91,6.12,3.76,39.9,9.9,569.71
6085503703,44.64,5.66,7.02,44.5,9.1,2143.9
6037920030,37.63,5.68,9.09,27.1,8.6,906.12
6115040700,45.64,3.66,13.61,28.0,12.3,179.78
6085504802,43.39,5.21,6.85,22.0,10.1,1638.52
6077005403,108.41,7.04,11.27,22.3,5.7,515.34
6065045704,51.53,4.99,9.04,64.2,19.9,435.18
6001437500,98.66,8.3,13.78,56.0,14.8,584.73
6071002034,28.58,5.16,8.64,9.6,8.8,1750.15
6073015301,58.72,4.27,9.95,46.1,18.6,824.68
6077005208,114.99,5.56,11.75,15.7,9.4,410.76
6037271901,27.62,5.75,5.56,34.6,11.5,3418.13
6059076205,30.44,3.21,6.44,33.8,9.0,614.42
6037111201,50.9,4.68,7.36,21.0,11.3,2736.24
6037400304,37.6,4.38,7.91,20.2,7.5,362.49
6083002403,45.01,4.28,3.93,82.2,10.1,444.66
6065040611,31.74,4.92,11.15,16.0,6.5,311.63
6067002900,108.16,4.15,13.93,44.3,7.4,585.27
6067009320,91.34,5.67,12.14,48.2,17.9,1181.43
6029000903,75.27,7.43,9.32,48.2,8.9,291.52
6037900606,127.59,8.1,14.94,64.0,17.8,477.58
6029000904,75.27,6.7,9.32,46.6,10.1,433.4
6037141303,38.56,2.95,12.75,22.9,13.7,3690.25
6065040604,46.17,3.92,12.71,33.4,13.5,403.09
6037195902,47.5,2.22,6.79,36.2,8.1,963.64
6037109700,48.53,5.88,6.8,30.0,9.2,2663.59
6065040302,55.89,5.7,12.3,13.4,11.1,358.08
6059074006,35.15,4.38,5.88,47.1,7.6,804.85
6059075003,28.62,4.6,4.04,83.2,7.2,1035.73
6097151402,37.86,4.37,5.42,44.8,5.5,1524.7
6077003203,65.63,5.33,7.68,34.5,12.7,563.32
6071007410,65.8,5.73,10.55,41.3,7.4,997.52
6073004501,96.4,5.16,8.28,50.5,9.8,257.89
6059075512,38.47,5.51,7.7,42.8,6.4,2985.98
6037910201,60.94,3.8,9.13,45.1,15.2,868.18
6085500901,72.5,5.11,4.7,41.4,10.5,499.41
6059076102,31.59,4.74,5.93,42.8,5.7,2966.4
6031000601,138.1,4.18,9.47,27.4,11.8,502.52
6059110003,31.7,7.26,8.3,19.6,6.6,654.13
6073008800,43.44,5.2,3.66,50.7,11.6,1963.6
6073010107,52.84,3.7,7.94,38.3,16.9,1130.97
6085503508,53.37,5.24,9.24,46.3,14.8,747.02
6077003208,48.27,6.92,7.02,21.6,8.8,590.4
6071011401,46.64,7.64,11.82,48.8,11.1,372.6
6059110010,26.79,6.61,7.41,10.6,11.4,736.46
6059063904,36.22,3.7,6.33,34.6,4.9,1681.45
6071012001,220.9,5.98,20.38,33.2,15.3,564.77
6067009103,45.09,6.25,7.71,43.8,11.2,1424.78
6065044103,88.41,5.91,19.19,35.1,6.9,956.37
6037272301,34.35,5.15,6.68,22.4,12.8,900.52
6111005003,38.26,4.51,6.82,43.3,8.2,790.0
6053014107,58.24,3.4,7.12,40.2,8.2,803.37
6061020908,42.73,3.49,8.42,45.6,9.3,435.51
6001438201,88.68,5.7,12.28,37.1,11.6,2628.42
6037125502,37.03,1.56,6.23,46.2,14.9,1763.11
6073020021,24.94,6.16,6.29,47.5,5.5,694.33
6073003208,52.58,7.1,6.94,47.3,17.1,822.52
6065042731,44.56,5.44,10.67,27.0,11.4,537.85
6059001902,49.16,1.2,7.67,33.1,14.3,1059.9
6081610203,67.49,4.23,6.3,60.9,6.7,516.97
6065043508,50.82,4.51,10.82,45.6,18.9,344.28
6057000502,81.32,3.78,11.57,45.2,9.7,358.25
6037405800,37.03,4.63,6.48,23.6,11.8,715.37
6065043601,76.8,4.41,15.71,81.1,29.6,379.93
6071009110,79.51,6.33,13.21,45.6,10.6,499.2
6073018504,49.04,4.32,8.19,32.7,4.3,1925.0
6037501802,71.65,3.65,13.83,27.3,7.8,720.38
6073002401,65.38,5.79,7.78,59.1,8.0,2387.7
6037601301,78.93,7.2,6.82,18.2,15.2,1063.97
6019005701,69.48,4.47,8.19,29.9,10.4,317.19
6085505203,26.84,6.73,4.73,26.8,6.4,1019.26
6019005405,93.29,4.04,7.52,22.9,7.7,523.02
6097151401,47.66,5.29,6.64,45.2,7.6,835.12
6059088107,51.27,4.03,9.97,45.0,9.8,600.31
6019004210,58.12,3.75,7.3,44.8,11.2,383.16
6073021100,40.32,3.85,6.63,45.5,16.1,159.81
6001423100,94.27,5.42,6.12,30.5,2.6,536.16
6037119341,58.02,4.41,6.35,58.8,8.6,973.63
6067007402,118.33,2.77,13.51,53.1,7.3,502.58
6001440308,69.83,7.1,9.57,22.0,3.1,579.56
6037192410,53.95,2.55,5.94,37.3,10.3,1437.95
6111005205,33.59,5.94,8.7,19.2,5.1,2038.19
6037143604,23.95,4.52,7.11,18.4,7.7,2039.72
6071007904,63.48,5.21,10.15,18.5,6.2,322.05
6025012302,38.31,4.77,8.35,76.2,23.3,305.6
6001440307,59.55,5.19,8.37,34.0,6.6,2092.91
6099003905,73.12,5.14,12.97,16.8,10.3,125.89
6073013802,64.35,6.5,6.59,47.9,11.6,1410.19
6067000400,50.98,3.36,11.03,28.2,3.1,1020.58
6073020029,10.01,4.16,2.53,61.0,4.0,1271.3
6065043513,69.38,3.2,14.27,52.2,25.6,165.09
6073002709,80.83,3.77,9.97,67.9,17.4,626.91
6037900501,124.01,7.68,15.19,60.3,12.9,697.1
6073013907,71.01,6.17,7.2,54.1,14.3,833.2
6099000101,49.78,2.83,13.64,27.0,12.6,140.16
6039000102,27.9,6.43,6.47,43.5,17.3,156.17
6071010016,69.09,5.91,12.69,56.2,18.9,760.8
6037576801,28.78,7.2,4.95,52.8,12.4,764.43
6089012301,58.29,8.14,10.82,59.2,14.8,253.67
6095251400,157.26,7.25,11.39,23.4,5.6,975.1
6059088201,42.32,3.91,8.27,59.3,15.5,688.27
6073002201,66.83,5.83,8.12,74.3,19.5,1581.55
6037501503,67.85,5.03,12.5,41.5,6.4,396.51
6045011300,80.94,4.86,6.35,56.8,17.9,233.65
6001443002,67.67,6.2,10.69,19.5,8.4,535.88
6067001400,51.47,2.67,11.2,39.3,9.9,966.44
6037297602,84.98,2.26,9.68,22.4,11.9,369.17
6065044404,53.18,8.06,14.19,47.2,9.9,103.35
6001406300,110.47,4.78,8.93,53.2,7.3,468.88
6037216401,31.8,5.01,8.18,34.8,3.9,1580.31
6013374000,128.33,4.72,8.87,47.9,13.6,515.21
6037900607,119.07,8.26,14.42,75.8,9.1,647.72
6085503118,40.2,5.24,7.54,38.8,7.4,1054.06
6001444602,51.51,5.92,7.58,12.4,5.5,1431.83
6023010800,100.41,4.62,11.99,40.2,14.6,265.37
6037406601,30.5,4.93,5.89,24.1,13.5,778.8
6071009112,102.43,5.57,16.79,70.9,22.2,701.21
6067009900,35.46,2.37,8.29,37.4,18.5,565.85
6019004602,79.51,6.13,7.99,27.1,3.5,633.2
6071011002,56.89,8.22,7.69,35.1,6.3,293.81
6053014000,54.98,4.94,6.72,46.2,10.7,618.53
6037269904,39.79,4.74,9.55,38.5,8.2,2544.25
6075061100,18.82,5.02,2.46,74.6,12.6,590.81
6067006004,124.91,5.33,10.62,25.5,10.7,723.1
6097152802,54.65,3.83,8.81,45.7,7.2,1273.27
6073013906,52.73,5.03,5.52,41.5,22.2,1599.96
6081602000,64.62,5.06,8.23,27.3,4.7,285.55
6011000100,35.39,3.37,7.74,44.4,9.0,113.21
6101050701,36.99,4.88,8.87,57.4,7.4,371.7
6067009111,64.78,4.92,10.21,34.5,17.2,789.45
6037141304,27.08,6.19,8.94,25.6,8.0,3015.7
6001433800,76.12,6.27,8.9,33.2,7.6,1602.67
6065046602,33.34,3.27,10.54,22.3,11.4,497.88
6037431900,24.75,5.38,7.07,35.1,7.3,731.35
6053011204,34.88,6.37,7.12,51.8,8.5,184.5
6037106642,53.41,7.05,7.65,7.2,10.5,2440.45
6037111302,38.7,6.9,7.51,25.1,8.1,1175.49
6037134306,33.3,4.96,5.0,36.6,13.5,1195.52
6001409800,170.91,8.71,8.64,29.9,6.5,2232.32
6089012102,61.73,5.65,11.65,65.2,8.4,327.22
6001436601,98.66,6.03,13.78,35.3,8.4,710.6
6067008133,69.33,4.71,6.43,56.3,13.9,698.55
6059099229,29.56,3.69,7.15,20.7,7.6,1424.7
6073003115,110.54,7.06,8.55,47.1,19.0,301.68
6037920034,39.92,6.57,9.27,34.4,11.6,462.14
6037401800,36.06,5.13,8.49,24.3,6.5,1266.28
6001405500,97.0,6.57,7.21,43.0,7.3,264.6
6037139503,31.15,3.96,5.21,40.3,14.0,3707.67
6067007415,88.28,4.7,9.08,35.6,8.7,2806.41
6071010009,80.63,2.04,15.93,23.6,13.2,1378.94
6037300902,29.96,6.78,7.56,12.0,8.6,3307.59
6073002712,51.98,5.25,5.64,40.8,11.8,1586.1
6029003600,34.07,7.05,11.26,53.4,10.8,241.01
6037272202,34.35,2.85,6.68,45.9,12.7,904.25
6101051000,24.18,4.73,8.99,48.1,12.4,147.59
6037183401,44.81,4.69,7.21,40.9,14.6,892.19
6037554517,44.98,6.07,9.59,17.7,8.2,1196.87
6053010505,78.46,5.24,9.59,49.7,8.5,567.09
6037211704,24.0,4.74,3.42,44.4,10.6,1309.93
6001433104,66.39,5.36,7.62,33.7,7.2,239.1
6007003600,56.36,5.58,13.88,40.7,14.2,92.05
6059088403,38.05,4.04,7.88,37.0,8.7,797.44
6069000200,36.7,3.03,7.29,38.5,21.9,579.76
6107002004,55.19,4.84,8.17,28.5,7.5,406.47
6025011801,111.93,5.32,14.15,16.8,9.2,347.92
6001407000,64.52,7.3,4.94,56.1,11.3,1393.73
6059075404,37.52,5.51,6.15,39.8,7.1,930.33
6029000905,75.27,4.71,9.32,38.0,13.6,379.04
6037701602,60.62,4.73,6.92,22.1,8.9,1282.17
6001407101,110.47,3.96,8.93,64.1,10.6,392.75
6037119201,70.5,4.2,7.37,41.8,7.8,854.72
6071007903,65.8,7.86,10.55,14.9,8.9,277.83
6055200201,87.84,4.69,9.68,33.9,11.8,543.31
6019005407,83.36,2.83,6.9,39.0,6.7,671.12
6037137201,34.51,5.57,7.11,22.5,6.0,1719.1
6071010022,69.05,6.27,12.68,42.7,15.2,207.31
6037102103,77.04,2.17,8.41,9.0,11.1,1577.74
6037101220,43.41,4.27,10.81,37.6,8.0,1159.13
6067005201,28.59,5.38,4.3,59.4,28.1,1488.9
6029003123,43.68,4.53,10.22,14.9,11.1,344.93
6067005904,88.87,5.14,7.31,35.4,17.0,693.86
6065041003,46.65,4.64,9.22,32.6,14.6,568.42
6059075504,37.25,5.14,7.23,20.8,11.4,1644.69
6065040807,30.47,4.72,10.68,17.4,11.0,327.15
6037128802,41.52,5.22,8.27,23.7,5.2,1132.87
6059075513,38.47,4.25,7.7,34.2,9.1,3723.47
6037194500,29.7,3.64,7.44,24.4,13.5,1518.41
6007000903,43.76,3.94,7.93,43.7,12.8,596.58
6037183222,34.16,6.48,5.66,37.7,9.8,1219.34
6067002800,82.01,5.99,8.92,74.8,23.4,528.27
6065045213,54.85,4.86,9.41,40.2,18.0,539.46
6059062610,22.82,5.16,5.97,20.3,6.7,1945.67
6029002819,82.51,3.4,11.06,43.5,5.8,577.8
6037401312,40.12,4.56,8.22,18.6,9.2,1146.68
6037462001,25.98,6.57,3.99,58.2,8.0,679.13
6001408600,131.31,9.57,8.08,69.4,14.2,348.72
6037189600,21.62,5.53,6.46,21.2,10.6,2784.62
6065043506,39.64,4.88,8.52,40.8,12.2,487.72
6067007602,106.76,4.44,8.05,42.2,20.0,849.57
6001422200,96.04,7.14,6.22,27.0,4.8,506.81
6103000500,91.93,5.08,16.27,53.7,3.4,253.93
6109002100,58.59,5.26,12.32,40.0,13.4,170.79
6111000701,42.33,3.91,8.4,56.1,9.5,464.2
6037550602,34.19,4.3,8.01,26.6,6.7,967.42
6029005300,60.93,2.66,20.34,75.2,23.4,218.91
6005000303,56.48,4.71,12.87,27.2,9.9,259.33
6067009322,44.01,6.85,8.71,30.3,12.7,979.42
6037408624,46.47,3.75,9.87,20.1,3.6,1439.44
6065043512,76.8,4.1,15.71,41.1,14.2,278.81
6013383000,101.18,4.96,7.22,25.5,5.0,1738.42
6095252607,119.73,4.06,12.6,63.1,9.0,472.08
6079011103,30.83,4.68,5.55,49.2,12.4,845.93
6041112201,40.51,4.12,6.78,75.7,14.3,298.77
6073002703,45.4,5.94,5.4,42.6,11.8,732.91
6007000604,48.16,3.58,9.1,83.8,15.3,432.43
6065043820,53.99,4.36,13.38,24.0,11.5,1733.77
6081601200,56.11,4.87,8.94,16.2,8.6,1646.2
6071008602,82.04,4.69,10.74,24.5,9.7,326.89
6071012103,30.92,5.38,8.94,51.8,29.0,82.62
6013328000,125.88,2.96,9.25,46.6,12.4,755.03
6037183402,37.82,5.05,6.34,43.6,12.6,824.69
6073003003,87.99,6.29,7.07,32.8,8.9,1618.11
6037482201,22.94,5.23,4.08,41.8,11.6,699.12
6085503707,46.06,6.9,7.22,25.3,8.0,644.63
6097153808,38.85,4.26,8.66,26.5,8.9,717.16
6111001507,44.46,3.05,7.86,36.0,12.9,1310.4
6059089107,28.33,5.64,6.48,28.1,11.1,2150.51
6073002705,75.64,5.59,9.2,48.0,3.7,449.98
6037900104,97.58,8.2,11.31,58.7,20.4,153.56
6067007802,106.76,4.95,8.05,35.0,15.5,948.74
6065042715,27.66,4.66,8.82,22.0,9.6,1318.06
6081604102,67.25,5.04,8.35,21.8,5.5,1522.79
6089010100,83.24,5.84,9.42,67.3,19.3,432.42
6073013203,68.62,4.8,8.85,75.2,19.5,680.32
6065045501,63.67,4.91,10.77,57.3,19.1,384.98
6037570702,54.2,6.29,8.76,14.1,8.2,508.08
6067008131,62.13,5.35,8.17,39.6,7.6,1642.29
6085503708,31.69,6.55,6.25,26.3,11.7,1723.3
6077001200,52.85,5.41,7.07,33.6,10.0,753.25
6037481902,31.0,5.79,5.58,26.9,6.7,2726.64
6037134302,62.27,3.85,9.16,20.4,10.5,801.14
6059110607,57.71,2.11,8.28,24.5,8.2,920.3
6059063908,36.22,5.87,6.33,17.0,4.8,3298.5
6001410200,172.25,9.97,13.14,44.7,17.2,242.09
6059021802,26.8,5.11,7.97,21.6,4.1,520.23
6001440200,77.83,4.62,10.5,37.4,4.0,647.57
6001402900,124.1,0.0,5.27,49.0,7.9,294.2
6037406402,39.95,7.08,7.99,17.8,7.6,685.32
6095253402,54.31,3.54,8.79,36.7,12.2,562.34
6087122300,60.02,3.1,7.13,22.5,5.3,609.17
6071004503,83.14,3.51,11.09,18.7,5.7,1236.53
6085502001,46.93,3.78,8.96,38.8,11.7,1687.59
6013372000,126.89,3.92,9.46,57.1,14.7,562.97
6037101400,31.22,4.21,7.15,35.8,11.7,1782.88
6059099212,21.84,5.54,4.82,39.5,14.1,970.1
6037296300,31.06,5.74,4.06,19.9,8.9,982.18
6083002702,56.87,4.77,10.71,75.4,16.4,284.48
6019005514,50.47,6.45,7.87,21.2,12.2,627.86
6073012002,79.8,5.35,10.3,39.4,8.8,1460.8
6053000103,78.46,6.44,9.59,34.6,11.8,508.74
6059099906,35.81,4.18,8.22,18.5,8.6,2720.23
6065043306,51.15,2.47,12.33,39.9,16.3,538.2
6037212702,35.24,4.76,5.66,21.5,10.0,1535.46
6001440331,77.56,7.69,10.46,34.5,9.9,472.61
6033000801,112.44,9.74,8.12,76.0,22.5,228.43
6001436700,99.13,4.78,10.47,23.5,5.2,2538.34
6073020207,36.02,5.33,7.15,65.1,7.3,612.46
6037550902,30.17,4.1,6.21,42.6,8.3,1102.87
6013302008,86.37,4.48,12.2,31.0,11.7,277.89
6005000401,81.39,3.85,9.67,33.9,15.7,333.63
6053011304,30.39,3.69,8.74,51.1,11.1,97.7
6037401202,37.33,5.25,6.1,16.3,12.2,1762.42
6037551201,51.88,4.38,9.2,27.0,7.1,828.0
6085504322,27.74,6.17,6.95,16.8,11.4,645.49
6073020202,21.66,5.79,4.1,65.8,10.2,777.59
6059074110,45.3,4.63,8.16,23.6,8.3,631.5
6085512402,46.42,4.47,10.12,15.1,5.7,752.96
6001437701,98.66,6.7,13.78,53.7,10.7,650.5
6065031200,46.45,5.44,7.61,20.2,5.0,1164.81
6083002306,44.84,4.23,3.92,31.4,8.0,423.89
6067007801,85.48,4.47,6.92,42.3,19.7,1046.52
6037480101,21.1,6.13,5.67,21.3,5.6,871.2
6037920036,50.05,6.53,11.45,28.0,9.0,975.66
6085508800,35.85,5.36,5.82,27.5,6.6,637.32
6053010501,51.0,4.88,6.83,26.8,12.0,612.57
6081607400,45.36,5.13,7.08,24.8,7.2,1015.28
6085509000,37.17,4.6,6.01,34.5,6.2,1581.6
6113010608,22.6,4.88,4.66,62.4,10.5,1174.4
6037700400,25.68,5.04,5.98,21.1,8.4,1012.51
6085500200,42.99,4.87,6.3,30.2,6.2,1054.33
6037195100,47.04,3.76,7.2,13.4,10.0,597.83
6037109800,59.29,5.95,6.77,30.2,3.2,2396.64
6071002109,38.92,3.8,6.99,28.7,7.1,2422.8
6071010020,69.09,5.7,12.69,73.6,16.3,388.43
6053014202,57.15,6.17,8.56,41.4,3.5,595.61
6065045217,51.96,4.19,8.96,49.7,14.5,756.57
6095252611,119.73,6.68,12.6,43.4,18.3,378.4
6059011401,45.44,5.59,8.19,18.2,6.2,1228.94
6065043810,60.9,5.18,15.42,26.5,9.7,818.63
6037482102,30.01,6.25,5.18,33.1,7.2,1087.16
6065043311,59.1,4.81,13.86,45.2,12.4,269.04
6053010608,57.4,4.85,6.03,65.5,12.6,487.97
6067003501,102.84,4.55,10.25,40.5,8.1,460.99
6067007204,93.11,4.22,14.11,37.2,14.3,337.11
6059110011,29.17,7.75,8.35,15.6,5.4,819.29
6065040701,27.93,5.0,8.88,14.1,7.0,843.95
6029003807,32.02,6.02,9.8,30.3,14.8,640.47
6037111100,53.41,4.35,7.65,20.6,7.3,1698.57
6023000100,107.5,6.24,10.47,57.7,12.7,1010.55
6059021814,36.98,5.74,8.26,11.1,7.6,1368.46
6075012302,54.31,8.74,4.0,45.3,7.2,686.51
6037650004,48.03,4.69,7.49,33.0,13.2,707.39
6107001901,55.19,3.65,8.17,34.5,4.5,487.89
6001410400,185.65,5.08,14.15,33.2,15.9,212.59
6037106020,64.44,3.64,8.17,42.7,9.6,1420.66
6073015701,58.18,5.13,7.51,63.8,15.7,532.13
6037111202,51.41,4.36,7.42,28.2,9.8,828.32
6037501900,61.98,5.74,11.63,21.6,7.0,682.89
6073008702,37.69,5.91,5.23,30.7,7.8,2301.87
6067009408,38.8,7.89,8.77,27.9,9.0,636.12
6059052411,28.19,4.51,7.34,31.1,5.3,2545.06
6067005510,68.77,6.31,6.26,40.8,12.8,1085.71
6037183510,52.64,4.75,8.44,32.7,10.1,563.0
6037910401,43.17,5.67,10.66,22.9,14.3,916.64
6073018603,31.76,5.06,5.76,48.3,6.9,979.92
6037401701,36.23,5.88,6.07,27.4,8.4,1250.28
6001451501,36.63,7.58,10.75,14.8,5.1,410.79
6053010804,37.82,3.8,7.21,61.0,3.1,444.0
6037109604,74.19,4.9,6.9,25.4,7.6,2131.01
6037137104,40.24,3.97,8.27,17.4,8.3,2330.15
6065046401,38.89,5.5,12.37,37.8,16.3,406.01
6037311200,39.76,5.04,7.04,26.5,8.0,1011.06
6077004106,26.11,4.4,7.47,44.3,9.8,418.53
6083002705,56.87,4.46,10.71,66.5,22.6,344.47
6085505006,25.97,6.55,6.54,9.0,6.4,1651.63
6059087704,62.05,3.47,10.71,23.5,6.8,956.96
6067009112,55.66,5.56,8.89,37.4,10.5,642.61
6053011302,30.46,3.82,8.78,69.2,19.2,39.41
6067007020,79.67,4.68,9.62,20.1,4.7,1135.48
6085504805,43.39,6.04,6.85,22.9,9.7,1185.24
6067005202,64.78,2.16,10.21,33.6,8.4,2024.49
6071009114,106.71,5.91,17.46,55.6,22.4,645.94
6073015000,71.34,3.37,9.27,27.6,6.8,1371.59
6113010501,23.36,1.83,6.7,75.7,16.2,605.79
6037920038,30.97,4.75,8.09,44.6,10.7,718.1
6013336201,125.8,4.06,9.24,40.8,10.7,2014.42
6053001400,108.24,5.05,9.44,30.8,5.8,605.31
6055200804,43.97,4.98,7.29,43.7,9.2,656.12
