Census_Tract,Asthma,Low_Birth_Weight,Cardiovascular_Disease,Poverty,Unemployment,Traffic
6037121802,67.25,4.82,10.72,56.7,18.2,1170.04
6037434004,54.75,5.88,8.87,61.3,5.0,2241.1
6037185203,69.42,7.08,7.73,59.1,14.7,713.11
6037532500,52.91,3.59,9.35,56.2,10.0,1002.5
6037407002,50.38,5.01,9.71,39.2,12.0,1397.37
6037239802,72.31,5.31,10.67,75.6,12.5,1077.4
6037228210,63.52,5.64,9.63,72.6,10.3,619.47
6047001302,165.61,8.61,17.41,72.7,24.1,846.59
6037575402,91.22,7.26,9.1,71.0,15.4,808.09
6037231710,92.32,8.85,10.6,86.4,11.3,1203.65
6065042010,50.83,4.44,11.75,70.6,20.9,1407.05
6037405102,62.29,6.29,10.58,50.3,8.3,461.13
6037203600,96.21,3.79,10.36,62.4,12.2,3780.59
6037570204,79.52,6.95,9.79,49.8,19.3,861.93
6065040201,55.41,5.84,12.08,26.2,16.0,1532.37
6037104822,73.79,5.31,7.7,61.3,20.2,3325.07
6077005127,82.64,7.16,14.08,31.5,13.5,1415.11
6037124104,70.64,8.11,13.05,57.5,12.1,1196.87
6037302503,58.06,6.99,14.42,56.8,10.3,718.53
6059110500,54.27,5.2,7.91,61.6,8.5,1523.49
6071002401,63.23,5.53,11.31,48.6,11.4,618.58
6037408401,46.47,5.57,9.87,27.9,9.2,2728.93
6019003807,81.04,6.82,9.61,51.7,21.3,251.31
6071004604,128.74,6.24,14.39,63.8,16.4,1017.86
6065041101,59.41,5.43,12.45,76.6,10.6,673.68
6019006900,59.37,6.44,7.79,68.7,16.2,152.69
6037310501,38.06,7.36,6.63,43.0,13.4,1483.04
6037237101,115.42,7.51,12.3,72.5,14.5,1036.75
6071000303,54.85,5.07,8.72,53.9,9.7,329.16
6077005110,112.4,5.43,12.44,48.8,20.3,1167.19
6037204410,96.21,3.65,10.36,68.2,9.5,2970.76
6077005122,76.11,4.67,12.22,33.5,11.4,1017.43
6059011601,53.09,4.75,10.39,58.4,12.5,3431.09
6037534406,48.15,5.11,10.08,70.2,14.3,2122.15
6037237300,140.42,7.3,11.11,53.1,12.3,1061.24
6037207301,103.86,4.62,6.7,44.3,11.3,656.58
6037531901,62.41,5.87,12.06,52.2,8.0,861.67
6037192620,65.18,6.5,6.88,65.2,14.3,2480.73
6077001700,94.16,5.59,12.94,70.6,12.2,963.76
6071005300,125.78,6.15,14.44,71.2,15.4,809.41
6037199201,45.01,7.11,5.94,61.8,15.5,1000.19
6037433504,54.75,6.33,8.87,61.5,6.0,992.82
6019006201,72.31,7.59,9.6,79.2,18.0,121.62
6037531101,53.1,4.59,10.63,68.3,19.4,2259.7
6037602105,78.54,7.64,10.73,60.3,7.5,998.5
6071001001,55.22,6.41,10.12,57.6,16.7,2640.08
6001409200,106.59,8.38,8.79,44.4,13.4,4291.67
6037572900,63.37,5.85,8.12,59.5,11.7,1559.97
6037208402,55.22,5.28,7.85,51.5,16.9,2676.43
6019002100,129.45,6.21,11.67,58.3,17.1,341.14
6037132102,74.19,5.57,10.44,36.1,11.0,1031.55
6037402902,70.31,5.38,10.29,49.5,14.5,1207.44
6019001900,136.66,5.63,14.54,54.0,14.9,140.41
6077002100,77.74,5.88,10.12,63.9,22.9,911.77
6047000201,46.66,5.19,9.81,54.0,13.2,447.08
6047002100,78.98,5.33,11.87,56.8,17.2,465.98
6037127102,98.74,6.62,13.75,51.6,10.7,1360.24
6113010203,60.7,3.81,9.84,73.4,19.2,1159.41
6037532605,59.19,4.65,11.02,72.7,11.5,751.53
6037232400,108.95,8.37,13.09,67.9,11.1,947.94
6071001809,51.6,4.3,14.93,47.4,10.0,2082.34
6077005129,82.64,3.83,14.08,42.4,15.0,923.49
6019002300,120.47,8.14,10.48,69.7,22.6,675.21
6037408139,62.84,5.1,9.85,73.5,10.9,742.36
6047000902,82.75,4.61,12.99,56.2,16.8,740.84
6037187200,56.06,3.62,8.33,56.6,8.7,2810.36
6037209200,61.92,6.55,6.19,65.6,7.3,2599.91
6067004502,132.87,6.13,15.57,72.4,23.4,1594.61
6065042507,62.43,7.11,11.64,43.5,18.7,393.35
6071007107,67.58,3.23,12.3,71.7,17.8,1914.41
6037302002,38.17,6.91,9.99,41.6,17.6,918.21
6037535901,46.23,5.46,11.83,39.4,16.2,967.35
6037575101,86.41,6.96,10.64,56.5,12.6,1159.87
6037228220,63.52,6.08,9.63,73.7,8.2,774.88
6037536200,38.73,5.17,9.49,48.5,13.7,1659.89
6037121010,63.98,6.09,9.39,50.2,6.8,2253.97
6037221401,93.35,10.07,10.24,66.0,12.7,3298.49
6077002800,111.84,4.25,13.0,46.3,19.9,612.79
6037601700,63.66,6.79,10.07,61.1,7.6,2630.69
6047001502,87.5,5.64,13.39,79.8,29.7,494.57
6071004700,149.92,4.59,14.79,62.7,15.5,1217.04
6019004701,111.6,7.94,11.11,71.7,17.0,526.12
6037204420,96.21,4.43,10.36,76.3,16.9,833.96
6037123410,48.97,5.34,8.64,62.3,12.3,1656.55
6037294810,70.22,4.35,10.57,78.5,11.2,802.19
6037433700,54.75,5.35,8.87,45.3,6.7,2338.65
6037552400,62.78,6.11,13.4,41.9,10.2,1539.28
6037121210,75.95,4.75,8.17,42.0,9.2,2669.96
6047001602,87.5,5.79,13.39,71.4,17.2,409.64
6037302301,59.28,4.95,8.87,39.4,5.5,887.36
6071001104,69.05,9.16,12.77,36.0,7.6,2450.67
6039000900,114.93,4.95,13.8,75.9,9.7,538.63
6037540300,46.97,4.92,9.2,66.3,10.6,1994.94
6037404600,39.66,6.29,6.71,38.6,16.7,1668.78
6077002503,128.15,5.73,14.74,83.9,22.3,1508.29
6071009400,220.9,5.7,20.38,75.9,31.4,450.83
6037602802,111.11,9.92,10.37,40.9,15.1,697.49
6037533501,44.61,5.21,8.51,72.8,10.1,1361.8
6029001600,139.43,5.53,11.96,72.6,16.9,468.55
6037575300,127.37,6.38,12.42,73.6,14.5,946.81
6059089003,43.88,6.69,12.11,52.6,13.0,1965.15
6037190520,51.93,7.72,11.2,65.2,10.2,1296.18
6019002501,94.16,8.84,9.33,90.1,21.9,475.22
6037242000,68.42,8.53,8.81,68.1,16.7,884.23
6071001308,79.43,4.24,12.34,52.0,11.2,2934.08
6071004101,83.14,6.01,11.09,62.1,13.4,742.15
6037296220,84.98,5.32,9.68,73.1,23.8,468.99
6037602700,74.98,7.14,9.0,25.5,20.4,2178.33
6037294820,70.22,4.98,10.57,74.9,13.1,700.69
6037531102,53.1,4.41,10.63,58.7,17.9,2141.1
6071001101,69.05,4.95,12.77,54.9,9.8,578.31
6037228420,63.52,6.51,9.63,80.1,10.5,872.13
6037127210,98.58,7.08,13.73,47.3,9.6,1081.85
6037531503,42.53,6.19,8.28,72.0,16.0,2552.28
6099001603,86.41,4.38,13.97,75.0,31.2,502.44
6037195720,55.22,6.9,7.85,41.9,12.7,2842.99
6107000501,42.92,6.14,9.57,76.0,14.3,443.62
6037603005,73.5,6.91,9.3,48.4,10.2,1106.95
6037201402,66.51,5.81,9.64,34.8,11.9,753.96
6065041001,59.41,5.68,12.45,55.8,10.6,996.94
6019008301,93.38,4.27,13.64,77.1,25.0,353.83
6037190802,51.06,5.39,8.09,56.0,7.5,1747.69
6071004202,149.92,7.35,14.79,68.8,16.9,524.25
6037540502,45.85,6.46,8.26,61.5,10.7,752.77
6037570404,78.88,8.21,9.79,48.0,14.5,3045.76
6037236100,101.23,8.68,7.8,53.0,17.3,968.48
6037407701,68.67,5.22,10.73,56.3,6.9,782.78
6013365002,195.32,5.19,10.48,60.1,16.0,302.07
6037531502,60.15,4.62,11.6,67.4,16.0,2294.54
6037433304,67.93,5.73,8.58,65.1,10.2,1737.96
6077002202,122.31,6.13,14.11,72.6,18.6,313.13
6071006401,78.82,5.22,9.94,87.9,24.7,594.31
6037291110,69.17,6.28,7.77,56.1,10.6,3309.97
6037434003,39.21,6.22,5.33,65.9,8.8,961.83
6037206031,89.87,6.81,5.71,24.1,5.4,1997.59
6037533300,41.44,8.22,8.49,60.8,6.8,1387.79
6037240700,74.83,7.2,10.7,63.0,10.5,896.04
6037199900,42.22,4.52,5.4,70.9,13.2,1956.03
6037535702,46.23,5.56,11.83,66.2,22.0,914.59
6099002702,96.68,3.75,15.92,58.5,16.5,614.85
6067006900,148.82,5.58,13.99,64.2,31.0,525.29
6037575803,115.35,5.81,11.29,73.4,8.6,634.61
6037123301,56.64,7.57,10.0,34.9,8.7,1730.27
6037302504,58.06,5.35,14.42,57.6,10.7,733.22
6085503105,46.14,6.25,8.14,49.5,15.3,1775.83
6037533703,45.27,3.85,10.01,66.6,12.2,2516.01
6037209402,59.84,7.13,7.7,87.8,12.7,1102.97
6037502802,52.41,4.9,11.03,55.1,7.4,711.31
6037228310,63.52,5.21,9.63,75.0,8.8,709.73
6037296600,84.98,4.12,9.68,64.7,13.3,1003.54
6037231400,85.29,7.05,9.95,65.4,17.1,909.79
6037402102,75.15,7.43,8.76,43.1,12.5,1304.06
6013377000,201.52,6.7,10.62,56.9,14.4,231.8
6037570501,87.58,7.56,10.71,37.7,7.8,555.96
6037402101,69.35,5.06,8.37,46.5,17.0,1864.69
6037311801,46.27,5.5,7.83,38.0,10.7,2200.01
6037195710,55.22,5.37,7.85,62.6,14.5,2384.59
6037433305,67.93,4.22,8.58,62.6,14.2,2504.68
6037603704,80.75,6.23,10.29,55.9,10.8,1068.79
6037602508,78.54,5.99,10.73,43.1,5.7,1466.66
6037534001,44.7,2.82,9.25,65.4,11.1,575.7
6037241300,93.68,7.94,10.17,53.1,10.3,4220.05
6037573300,66.28,7.4,7.69,72.4,17.6,1365.15
6071009117,98.75,7.22,16.24,71.5,15.9,210.1
6037121801,78.9,3.44,13.7,61.8,11.3,943.61
6099000602,76.4,3.4,11.12,35.9,19.8,1004.06
6037232110,92.32,8.1,10.6,68.2,12.2,1052.11
6047002401,113.53,6.96,13.48,58.1,7.7,256.89
6099000510,51.59,6.46,13.87,38.3,10.9,969.91
6037570603,72.65,7.73,9.04,63.6,15.5,659.54
6065046500,40.64,6.59,6.0,78.2,25.9,1334.18
6037302202,58.06,3.23,14.42,54.5,15.8,880.33
6037404801,62.29,6.51,10.58,52.2,10.3,465.63
6037551800,52.53,5.49,9.14,30.1,12.2,2171.23
6037224420,48.51,6.67,6.89,75.6,18.4,3929.78
6037535102,84.36,6.0,12.28,54.7,13.3,1049.31
6037502004,74.48,4.2,14.69,44.8,8.9,577.82
6037231100,41.68,9.16,5.69,77.0,19.2,2942.09
6037197500,55.22,5.85,7.85,44.6,13.1,2609.04
6065042902,56.49,7.43,13.07,56.2,21.9,357.82
6037533701,42.6,5.79,8.78,64.2,8.5,1274.35
6037576301,122.65,5.24,11.97,62.5,10.0,638.29
6019002905,73.32,7.84,10.41,61.5,10.0,770.47
6037218210,59.29,5.97,7.47,62.8,9.5,1188.75
6029001902,121.62,5.16,11.62,66.6,14.2,752.33
6037204200,81.7,7.62,9.1,61.7,13.0,872.04
6037237201,96.41,8.09,8.89,69.0,12.4,1163.91
6037530602,28.87,8.65,5.61,46.9,16.3,1663.49
6037502100,56.9,7.34,12.63,28.9,8.3,557.23
6037533402,40.59,5.56,9.14,57.0,13.8,1312.06
6037405101,62.29,5.11,10.58,47.3,14.7,512.21
6037301502,31.91,4.6,9.6,54.4,15.2,483.71
6025012200,51.9,4.85,13.19,64.7,21.3,2177.84
6071002402,73.89,4.66,12.96,62.0,19.0,598.11
6037219010,93.35,6.69,10.24,48.2,13.4,1154.32
6029004402,38.16,6.22,9.49,84.8,18.0,216.47
6065042901,56.84,4.91,13.14,60.9,23.9,388.52
6037576302,130.75,8.56,12.73,62.6,15.4,816.87
6037552302,58.84,6.06,12.55,25.4,8.9,1274.82
6037542000,76.03,6.79,11.88,56.1,13.7,699.89
6037207103,29.02,5.22,4.77,78.3,8.9,1278.38
6037231500,108.95,7.93,13.09,49.8,11.1,1027.53
6037575901,83.03,4.83,9.28,59.4,12.7,728.75
6037190901,42.75,7.38,6.88,56.6,9.4,2658.16
6099003803,82.64,5.15,14.43,51.9,18.6,437.28
6037121101,77.04,5.69,8.41,49.7,11.1,1871.37
6059086802,60.49,5.03,11.75,50.6,12.0,2664.57
6037191620,66.96,5.46,10.04,65.7,9.5,3483.35
6037124204,57.11,7.28,8.88,59.8,11.0,1026.28
6037228500,59.85,7.05,8.95,72.2,7.2,935.3
6037533702,47.02,6.25,10.83,63.5,8.7,1084.78
6037231600,92.7,6.26,10.8,71.4,12.0,1146.24
6037201700,48.4,6.38,7.17,43.6,16.1,1116.59
6047001601,87.5,6.92,13.39,94.8,12.4,578.64
6019006602,63.19,4.75,9.31,77.9,14.0,208.21
6071001812,38.11,6.09,9.89,55.1,10.5,472.67
6037211122,65.18,5.46,6.88,54.0,15.5,1587.57
6037407200,68.67,3.68,10.73,46.1,12.0,671.08
6029003000,87.2,4.71,9.02,69.4,17.7,325.17
6037543306,59.74,6.28,9.33,22.4,11.3,1985.15
6037211320,65.18,6.31,6.88,59.1,14.7,1799.44
6037218300,55.01,6.43,6.71,53.9,15.6,1005.28
6037301701,31.62,9.7,7.61,25.0,8.1,1708.17
6107004200,51.49,4.61,11.78,84.0,14.1,267.75
6037600502,90.2,7.18,10.66,26.7,13.7,2786.31
6099000805,97.48,5.46,12.46,53.3,16.9,733.02
6107000302,39.0,6.33,6.9,79.9,17.7,613.57
6037531000,40.99,4.78,8.08,52.8,17.0,2364.13
6059087405,53.92,4.62,7.98,70.1,19.1,2542.59
6037296500,71.31,5.5,8.18,54.7,16.4,988.75
6001407300,99.49,5.92,7.73,56.3,9.6,1406.6
6037432601,67.93,5.14,8.58,58.3,13.6,689.84
6059001202,53.99,5.63,9.62,48.2,10.4,852.94
6077000402,170.36,5.74,9.18,73.0,22.4,445.93
6037534501,59.19,6.76,11.02,62.7,14.5,883.21
6067004501,107.64,6.74,11.57,73.0,15.2,1373.66
6037540203,56.52,6.38,10.81,70.2,16.6,2361.42
6059074003,43.21,6.55,7.15,39.9,12.1,2479.11
6037533403,39.47,5.3,8.85,62.6,9.4,1270.19
6037199400,39.66,6.67,5.11,64.6,13.1,1604.02
6037433200,40.59,4.55,7.08,57.5,12.1,1571.59
6037542900,110.81,6.15,12.82,58.4,9.5,488.07
6067005002,109.69,6.36,13.31,64.1,19.3,1693.74
6037402405,77.44,4.34,9.0,51.6,13.6,2604.78
6037541300,102.03,7.92,12.0,64.0,14.4,523.82
6037573003,87.72,6.45,9.81,42.8,7.6,1062.94
6037228410,63.52,4.98,9.63,81.8,8.1,769.49
6071001307,60.25,5.74,9.7,39.5,13.8,591.77
6059086502,47.42,4.37,7.21,68.5,11.9,3683.34
6019005202,115.75,8.23,9.97,70.0,17.1,587.03
6037535607,40.0,5.96,9.93,49.8,9.3,1066.23
6047002000,62.44,4.92,11.68,53.0,17.3,254.66
6071004302,136.47,6.21,13.89,80.6,14.6,450.79
6037191720,50.68,6.95,8.24,68.2,12.5,1653.15
6037186403,69.42,5.97,7.73,45.2,7.4,1769.79
6037132101,74.19,4.94,10.44,29.9,7.6,1316.67
6037540501,48.59,4.29,8.29,66.6,13.3,2648.62
6065045303,62.93,7.19,10.65,79.5,24.9,505.07
6067007301,107.13,6.7,11.06,65.7,15.9,668.19
6037240800,58.49,6.62,7.94,67.2,18.5,841.47
6065042620,50.72,5.72,12.88,42.9,11.3,955.88
6037222002,93.35,9.24,10.24,52.0,11.8,852.2
6037204300,69.5,5.54,7.9,76.1,17.2,893.97
6067004702,94.73,8.15,10.93,78.4,15.2,2504.03
6037209102,61.92,6.21,6.19,85.1,6.4,1052.29
6037124201,58.36,7.55,10.65,26.0,7.8,1064.59
6037301702,34.66,3.1,8.15,48.8,15.0,2109.68
6037191201,51.93,8.91,11.2,49.6,8.7,1160.21
6037199800,45.01,4.73,5.94,63.7,12.3,1698.67
6037240010,60.63,6.44,8.6,69.2,18.5,1055.97
6025011500,111.93,4.44,14.15,70.1,15.8,645.72
6037533804,48.15,5.94,10.08,54.7,14.3,1368.5
6037543903,60.31,6.04,9.96,28.3,10.1,2135.4
6037433306,67.93,4.12,8.58,63.8,13.4,1787.1
6037602103,66.69,6.09,9.45,51.1,10.5,1758.15
6071000201,67.25,5.56,11.74,35.3,6.1,3080.73
6037197700,26.36,6.23,4.05,58.3,9.1,1739.97
6037553902,53.36,6.48,9.65,52.3,11.5,537.86
6037310703,32.34,4.69,6.31,45.8,17.4,1711.15
6037240020,78.26,7.96,11.01,66.3,13.9,774.23
6037502700,54.53,4.52,11.48,31.8,6.8,1463.93
6019002903,63.2,7.98,8.99,80.6,12.3,533.45
6037219020,93.35,5.82,10.24,51.8,9.6,1117.52
6065041704,35.15,5.16,11.11,69.1,9.4,1789.96
6037125320,57.11,7.64,8.88,51.4,13.2,898.76
6037602104,63.56,5.53,8.86,54.3,10.2,2036.88
6019003003,75.44,8.33,10.71,77.2,15.8,467.89
6067006400,110.75,9.03,16.1,64.4,14.8,1092.47
6075023103,135.72,7.54,9.53,84.6,17.7,270.12
6037540102,56.52,4.57,10.81,55.2,12.9,2548.35
6037573202,88.45,6.43,9.9,63.1,15.9,898.05
6037575201,130.75,6.29,12.73,63.3,16.0,1185.08
6037554301,65.24,6.91,9.41,48.7,13.3,2023.75
6037231900,51.15,5.37,6.32,73.3,17.6,4034.52
6037532604,52.73,4.55,9.3,65.2,11.2,1015.74
6037127920,76.58,5.0,11.23,42.6,10.5,1420.15
6037553504,51.34,7.13,9.52,54.3,8.5,1336.16
6037533201,47.34,5.68,7.87,73.8,8.8,995.91
6001409500,161.73,7.93,11.56,64.2,17.3,346.51
6071000825,81.29,5.01,12.02,56.2,12.6,2499.76
6019006501,71.44,5.76,9.77,72.1,18.0,118.73
6073003603,107.07,4.01,8.39,61.5,15.8,1564.45
6037127103,60.87,4.82,8.95,62.7,7.7,1504.48
6071006301,119.48,4.69,14.82,68.7,19.7,849.49
6037502200,69.12,6.51,15.61,33.8,5.8,2096.59
6037120030,95.94,2.14,10.65,79.2,13.8,1318.46
6019001600,78.81,5.77,10.02,55.7,8.1,134.68
6071001310,79.43,5.11,12.34,50.5,11.7,3730.6
6037240402,84.91,6.79,9.94,65.9,8.9,3192.08
6019007004,101.48,5.61,11.67,37.3,7.0,142.84
6037224600,46.24,6.09,6.97,75.4,8.2,2740.39
6037575902,79.81,6.59,8.87,58.3,10.8,461.27
6071009500,220.9,6.92,20.38,66.4,7.2,765.26
6065048800,70.4,4.85,13.25,51.7,18.0,421.92
6071007603,65.8,5.97,10.55,59.2,20.3,438.17
6037191120,41.77,5.6,6.84,68.6,15.4,2598.65
6113010102,72.99,4.87,12.04,56.1,17.6,330.32
6065031601,59.41,5.28,12.45,45.5,17.0,1769.12
6037125310,49.9,5.18,7.81,48.3,18.5,903.25
6107004102,58.17,5.09,11.87,66.4,20.6,312.82
6047000505,62.78,5.94,10.11,56.9,14.6,489.34
6037542103,87.61,6.34,13.56,66.7,13.8,699.0
6037240300,77.14,6.59,8.78,59.1,14.9,3671.22
6071000203,74.93,6.24,12.99,42.0,11.7,2883.28
6037218120,64.65,7.28,8.35,65.4,14.8,1110.03
6037220000,94.53,7.64,9.4,51.5,9.3,1660.59
6037482402,37.5,6.02,6.54,42.7,9.1,1101.24
6037104810,73.79,4.83,7.7,43.0,7.8,650.64
6077000500,94.19,5.62,12.94,67.3,21.0,543.61
6037201501,63.89,8.61,9.28,55.0,15.0,712.6
6065040501,55.89,4.01,12.3,50.4,19.0,750.75
6067007413,102.89,4.13,11.67,53.8,13.5,1989.3
6099002504,45.24,4.08,11.93,48.3,22.2,1457.15
6019003202,94.11,6.94,8.95,64.3,22.0,684.39
6071007305,47.92,6.68,8.03,67.7,11.5,889.51
6037224200,78.84,4.88,8.44,79.2,10.2,4017.01
6037228320,63.52,5.78,9.63,81.2,7.4,853.4
6107000900,41.3,5.31,6.87,66.0,12.7,462.34
6037573002,88.36,7.89,9.89,74.9,11.0,768.58
6037294610,70.22,4.09,10.57,59.8,9.2,1073.7
6037311802,38.27,3.8,6.75,38.4,14.3,2068.8
6067001101,80.24,9.26,9.72,51.3,9.2,402.66
6029004102,46.78,4.92,11.51,78.8,23.5,257.82
6037402904,70.2,4.93,10.28,41.6,11.8,1735.32
6037128400,63.48,5.34,11.66,27.3,12.8,2326.35
6073004000,92.26,6.44,7.89,74.3,10.9,700.83
6059001304,53.99,5.71,9.62,51.2,11.8,877.7
6037531701,62.41,5.33,12.06,57.8,16.2,1108.16
6037542105,87.61,5.08,13.56,70.5,16.7,694.46
6037408501,46.47,3.81,9.87,41.5,7.1,2289.23
6019003701,112.79,7.34,11.04,69.7,15.6,476.94
6077005109,111.61,5.21,12.36,56.9,23.8,499.41
6037600303,115.42,6.86,12.3,54.4,10.7,693.4
6037210010,75.45,4.22,8.07,70.1,13.1,3175.88
6037232800,43.34,6.56,5.47,81.5,10.2,4155.88
6037601501,65.34,3.25,10.49,71.3,14.0,2460.31
6037122120,77.04,4.79,8.41,48.3,8.5,1210.81
6085512602,64.77,5.33,10.11,36.4,14.1,550.78
6019001411,75.44,6.49,10.71,50.0,16.7,395.25
6099002503,45.24,4.99,11.93,64.3,16.0,1424.85
6037192610,52.2,5.05,5.81,68.9,20.6,3341.84
6037433401,54.75,4.92,8.87,52.7,8.3,769.37
6037600304,115.42,9.32,12.3,75.3,14.3,759.37
6065042300,62.21,5.1,8.29,48.3,17.5,1135.86
6037601402,92.06,3.45,12.36,41.5,9.0,3193.46
6037575102,86.52,5.45,10.65,70.6,17.8,1015.11
6065042510,64.7,6.74,9.87,65.2,19.3,648.62
6111002905,97.99,6.8,12.74,23.6,5.4,570.89
6037191500,66.96,4.46,10.04,61.1,13.8,2225.32
6099000301,53.4,2.91,10.96,65.1,14.6,482.57
6047002302,115.94,4.57,16.02,56.6,15.7,369.45
6037123103,42.38,5.32,7.69,62.6,9.6,983.7
6037405201,46.91,6.01,8.1,53.0,13.3,460.09
6037232200,81.44,7.89,9.49,66.6,10.2,995.95
6107004300,49.37,5.47,8.59,75.6,22.0,254.67
6037408630,46.47,6.41,9.87,49.1,4.7,2739.52
6067000600,110.76,5.77,13.3,62.5,12.6,400.29
6065040502,36.05,4.7,8.16,52.9,15.5,1567.75
6037123510,44.2,5.91,8.42,49.4,12.4,1315.05
6037553502,56.7,5.78,10.51,49.0,8.8,567.72
6037530101,44.76,6.87,9.11,52.5,10.2,985.18
6067005001,84.21,8.13,11.08,54.3,19.5,827.39
6037532002,54.54,4.39,10.97,50.2,9.0,750.51
6075023200,135.72,8.9,9.53,37.2,14.8,380.39
6019005100,104.63,6.86,9.01,67.1,21.4,791.66
6037221810,58.23,7.41,8.67,79.2,13.3,1127.53
6037601211,92.89,6.29,12.46,59.6,17.9,628.33
6037123420,59.5,2.87,10.73,55.4,15.1,1692.82
6037433601,34.91,6.72,6.11,41.9,11.7,2410.55
6001406000,93.8,5.92,6.98,61.9,10.8,1732.58
6059086702,60.49,6.62,11.75,49.7,9.4,3663.63
6025011300,53.65,5.21,10.64,48.7,15.1,565.42
6037203200,54.62,5.14,7.65,63.4,6.1,3342.44
6037104404,73.79,4.79,7.7,56.4,13.5,1017.38
6047002402,113.5,6.65,13.58,70.5,23.4,83.97
6071002704,45.52,6.17,9.75,22.3,13.5,720.57
6031001601,63.5,5.87,11.03,62.0,12.7,281.32
6013382000,145.9,7.97,9.93,55.6,17.8,1651.56
6059074405,50.47,6.54,6.24,67.3,4.5,3571.06
6029000200,80.97,6.61,11.73,75.5,16.7,528.85
6037185310,69.42,4.61,7.73,64.8,9.4,589.69
6065030501,51.6,5.94,7.64,66.6,21.1,607.69
6037218900,93.35,6.67,10.24,71.7,8.8,4191.36
6067004802,90.95,5.94,12.08,67.1,18.4,641.55
6037542800,95.3,7.43,11.04,36.5,15.5,559.54
6077001600,94.19,5.4,12.94,72.2,17.2,553.67
6037207302,92.4,7.77,5.58,40.9,8.4,639.89
6037237402,96.49,7.74,8.84,60.4,12.4,1341.02
6037501400,62.71,5.33,11.75,52.2,11.3,399.9
6037502601,57.53,5.67,12.61,26.4,13.0,2768.52
6085500100,61.75,4.88,9.18,40.2,10.5,1470.17
6071006204,119.48,7.54,14.82,69.4,18.0,1470.12
6037432500,53.76,6.28,7.11,39.3,9.4,789.13
6065042511,75.3,6.2,11.27,68.2,16.5,611.65
6037573100,99.66,5.74,11.31,40.2,8.0,798.55
6077005302,99.11,5.02,10.31,42.6,12.1,765.81
6077003113,69.25,6.72,8.32,60.8,16.5,949.02
6099001604,97.69,6.85,16.07,81.6,27.1,547.26
6037238320,75.15,6.56,8.62,85.1,11.4,3500.48
6071001305,66.75,4.57,10.32,57.1,9.2,3943.77
6037576401,101.72,6.7,10.02,82.1,9.8,895.51
6037407801,55.47,6.41,8.74,41.5,15.2,625.01
6037543905,56.61,7.79,9.31,45.5,18.9,468.98
6067004602,91.87,5.69,10.12,63.4,16.4,1861.42
6013368002,119.77,5.1,12.4,56.9,12.9,339.3
6019003702,115.77,8.27,11.5,63.6,18.1,433.95
6099004000,77.7,5.37,12.62,28.4,8.7,368.54
6037543501,60.31,6.79,9.96,31.1,5.5,2151.94
6065040203,55.89,6.08,12.3,59.9,13.4,434.83
6065042512,75.3,5.42,11.27,63.7,17.0,632.39
6059086601,50.93,3.98,9.71,66.6,14.7,3875.89
6019007003,95.94,5.45,11.05,41.0,15.0,204.47
6037238310,73.0,6.73,8.35,83.2,13.4,4148.29
6071001002,46.37,5.11,8.43,59.2,17.6,805.28
6073003502,127.1,3.95,9.63,77.3,19.1,744.01
6037534804,53.04,3.84,10.03,67.0,9.3,761.56
6037501803,77.68,4.07,15.02,61.0,9.6,543.92
6065042506,75.13,6.51,11.24,39.5,15.0,1072.04
6029003112,65.88,6.42,9.68,39.6,10.2,899.71
6071000207,74.93,6.15,12.99,43.6,8.4,226.21
6037540800,83.01,7.92,9.44,38.6,7.7,663.59
6037570100,72.45,6.82,9.01,37.1,17.1,922.5
6077002702,53.28,4.84,10.21,72.9,18.2,302.41
6107000201,50.64,4.39,9.89,76.2,17.5,183.86
6047001003,96.27,5.29,14.7,73.8,21.7,578.55
6037208301,38.83,4.86,5.11,69.9,15.7,1034.64
6019004703,127.86,4.55,12.6,62.7,20.3,409.92
6037531604,62.41,5.91,12.06,75.3,13.9,587.39
6037191710,54.41,7.09,8.88,61.5,15.2,1582.77
6099000909,81.14,5.18,10.68,54.6,16.0,762.01
6037533803,47.26,4.79,9.9,67.6,8.7,989.73
6037576402,114.09,6.4,11.17,69.9,13.9,1048.49
6001402200,165.52,6.27,6.44,56.8,13.8,769.38
6073012502,56.69,5.04,8.02,68.1,15.0,1572.73
6037552602,53.77,6.11,11.47,42.4,9.8,417.85
6037213310,56.69,8.26,6.98,73.1,9.2,1369.01
6065041002,46.56,5.26,9.67,50.5,11.2,866.14
6037570304,87.58,4.48,10.71,58.7,14.4,597.82
6037551101,43.7,5.37,7.88,55.5,12.8,654.81
6037432202,38.01,7.88,6.64,46.6,8.0,849.57
6037236202,91.32,9.59,7.04,69.9,14.6,1178.51
6037404901,62.29,4.17,10.58,26.9,11.6,1612.06
6037237500,115.42,9.27,12.3,73.0,8.5,846.88
6065031401,63.16,4.18,9.4,57.1,14.8,1737.94
6037232600,62.04,6.04,7.02,71.2,13.1,1095.66
6071001312,68.58,5.87,10.91,41.9,7.0,2250.26
6037573004,84.87,6.21,9.45,65.8,17.4,934.06
6037402600,80.32,4.71,9.37,46.9,6.9,1478.61
6037433307,64.11,4.14,8.17,47.4,9.8,2521.01
6099002602,45.24,3.8,11.93,58.5,28.7,1164.92
6065042515,67.8,7.49,10.18,76.2,12.9,1868.86
6077001300,65.13,6.22,8.29,47.0,16.8,778.7
